title,url,hhref,email,phone
BASquare,basquare.com,https://hh.ua/employer/3155033,"{'hr@basquare.com', 'sales@basquare.com'}",set()
BCG Ukraine,bcgconsult.com.ua,https://hh.ua/employer/1487106,set(),set()
Bear games,beargg.com,https://hh.ua/employer/1292883,"{'sergienkovika@mail.ru', 'bizdev@beargg.com', 'kharkovskiy@beargg.com', 'info@beargg.com', 'nesvit@beargg.com', 'job@beargg.com'}",set()
Beauty Secrets,www.beautysecrets.com.ua,https://hh.ua/employer/2090293,set(),set()
BeDifferent Solutions,www.bedifferentsolutions.com,https://hh.ua/employer/1457107,set(),set()
Beedevs,beedevs.com,https://hh.ua/employer/2689888,set(),set()
BeeJee,beejee.org,https://hh.ua/employer/2092867,{'boomyjee@gmail.com'},set()
Beetroot,beetroot.se,https://hh.ua/employer/1361048,set(),set()
Behind The Ocean,www.behindtheocean.com,https://hh.ua/employer/846994,set(),set()
Belight Software,www.belightsoft.com,https://hh.ua/employer/934061,"{'sample_4@2x.jpg', 'sample_5@2x.jpg', 'shader_6@2x.png', 'sales@belightsoft.com', 'sample_3@2x.jpg', 'shader_5@2x.png', 'paint_after@2x.jpg', 'result_6@2x.png', 'result_1@2x.png', 'support-rl@2x.png', 'shader_4@2x.png', 'shader_0@2x.png', 'result_8@2x.png', 'shader_2@2x.png', 'result_3@2x.png', 'result_4@2x.png', 'support-bcc@2x.png', 'photo-textures@2x.jpg', '3d-text-with-depth-gradient@2x.jpg', 'support-at@2x.png', 'result_0@2x.png', 'paint_before@2x.jpg', 'sample_8@2x.jpg', 'support-atwin@2x.png', 'letter_03@2x.png', 'letter_05@2x.png', 'sample_1@2x.jpg', 'news@belightsoft.com', 'sample_7@2x.jpg', 'support-it@2x.png', 'support@belightsoft.com', 'letter_01@2x.png', 'bend-and-warp-text@2x.png', 'creating-foil-text-effect@2x.jpg', 'letter_02@2x.png', 'result_7@2x.png', 'macworld-mice@2x.png', 'support-la@2x.png', 'result_9@2x.png', 'letter_04@2x.png', 'shader_1@2x.png', 'shader_9@2x.png', 'ilounge-logo@2x.png', 'shader_3@2x.png', 'sample_2@2x.jpg', 'support-lh3d@2x.png', 'result_2@2x.png', 'support-sp@2x.png', 'mask-effects@2x.png', 'support-pw@2x.png', 'support-dc@2x.png', 'sample_6@2x.jpg', 'result_5@2x.png', 'support-gb@2x.png', 'support-cc@2x.png', 'creating-a-christmas-card@2x.jpg', 'shader_7@2x.png', 'shader_8@2x.png'}",set()
Benamix,benamix.com,https://hh.ua/employer/1301112,"{'contact@benamix.com', 'kateyasakova@benamix.com'}",set()
Benish GPS,www.benishgps.com,https://hh.ua/employer/106667,"{'office@benishgps.com', 'support@benishgps.com'}",set()
BentleyTek,bentleytek.com,https://hh.ua/employer/1847070,set(),set()
Bereg IT,beregit.recruiterbox.com,https://hh.ua/employer/2483376,set(),set()
Besocial 24/7,besocial247.com,https://hh.ua/employer/2000660,set(),set()
Bestartdesign,bestartdesign.com,https://hh.ua/employer/1672612,{'manager@bestartdesign.com'},set()
Bestcode,bestcode.com.ua,https://hh.ua/employer/1938325,{'support@stamax.com.ua'},set()
Bestseller Group,bestseller.company,https://hh.ua/employer/2448302,set(),set()
Best solutions,contact-center360.com,https://hh.ua/employer/1782171,"{'hr@contact-center360.com', 'info@contact-center360.com'}",set()
BestWebDoctors,bestwebdoctors.com,https://hh.ua/employer/1136910,set(),set()
BetBurger,www.betburger.com,https://hh.ua/employer/1785452,{'support@betburger.com'},set()
BetConstruct,www.betconstruct.com,https://hh.ua/employer/1779193,set(),set()
Betengines,betengines.com,https://hh.ua/employer/2016315,set(),set()
Betinvest Ltd.,www.betinvest.com,https://hh.ua/employer/1899369,"{'partner@betinvest.com', 'v.kyrylenko@betinvest.com', 'hr@betinvest.com'}",set()
Betlab,www.betlab.com,https://hh.ua/employer/1689471,set(),set()
BeWarned,www.getBeWarned.com,https://hh.ua/employer/2254298,{'info@getbewarned.com'},set()
