title,url,hhref,email,phone
БиДжи Софт,bgsoft.biz,https://jobs.tut.by/employer/3313464,{'hr@bgsoft.biz'},set()
Бидмартс,www.bidmart.by,https://jobs.tut.by/employer/3046814,"{'support@bidmart.by', 'info@bidmart.by', 'Rating@Mail.ru', 'sales@bidmart.by'}",set()
Бизнесайтитехнолоджи,bitt.deal.by,https://jobs.tut.by/employer/959540,{'support@deal.by'},set()
Бизнес-Альянс,24shop.by,https://jobs.tut.by/employer/778538,"{'service@24shop.by', 'sale@24shop.by', 'info@24shop.by'}",set()
Бизнес Порт,biport.biz,https://jobs.tut.by/employer/1496826,set(),set()
Бизнес решения,www.qmedia.by,https://jobs.tut.by/employer/778285,"{'valeriy@qmedia.by', 'aleksandr@qmedia.by', 'sales@qmedia.by', 'irina@qmedia.by', 'maxim@qmedia.by', 'roman@qmedia.by', 'alex@qmedia.by', 'darya@qmedia.by', 'marina@qmedia.by', 'dmitriy@qmedia.by', 'Rating@Mail.ru', 'victoria@qmedia.by'}",set()
Бизнес-центр Стратег,www.strateg.by,https://jobs.tut.by/employer/2331606,{'mail@strateg.by'},set()
Би-Лоджик,www.b-logic.by,https://jobs.tut.by/employer/1276914,{'office@b-logic.by'},set()
БитДев,beatdev.by,https://jobs.tut.by/employer/1741385,set(),set()
Битрио Системс,bitrio.com,https://jobs.tut.by/employer/3340064,set(),set()
"Би Уай Консалт, ЧП",westcall.deal.by,https://jobs.tut.by/employer/880801,{'support@deal.by'},set()
БиФест-Медиа,befirst.by,https://jobs.tut.by/employer/1492521,{'befirst.by@gmail.com'},set()
БК Ашвуд,www.ashwood.by,https://jobs.tut.by/employer/1492209,{'info@ashwood.by'},set()
БЛД Софт,www.bldsoft.com,https://jobs.tut.by/employer/1894402,set(),set()
Блингбай,bling.by,https://jobs.tut.by/employer/1649589,set(),set()
Блэкитек,www.blak-it.com,https://jobs.tut.by/employer/2002823,{'info@blak-it.com'},set()
Бобровский Д.Ю.,berserk-group.by,https://jobs.tut.by/employer/2354216,"{'Rating@Mail.ru', 'info@berserk.by'}",set()
Бонусторг,abw.by,https://jobs.tut.by/employer/2058395,"{'support@abw.by', 'yandex-map-container-info@uaz-center.by', 'info@uaz-center.by', 'dolmatov@abw.by', 'web@abw.by', 'v.shamal@abw.by', 'reklama@abw.by', 'yandex-map-info@uaz-center.by'}",set()
Бородкин М.И,fairservice.biz,https://jobs.tut.by/employer/2492714,set(),set()
Брадос,www.brados.by,https://jobs.tut.by/employer/859190,set(),set()
Брайтгроув,www.brightgrove.com,https://jobs.tut.by/employer/3171453,{'info@brightgrove.com'},set()
Брайт Солюшенз,bs-solutions.by,https://jobs.tut.by/employer/1391634,"{'sales@bs-solutions.by', 'support@bs-solutions.by', 'buh@bs-solutions.by', 'mail@mail.com', 'contact@bs-solutions.by'}",set()
Брановец А.А,www.branovets.by,https://jobs.tut.by/employer/1750711,{'hello@abmarketing.by'},set()
Брейнворкс,brainworkslab.com,https://jobs.tut.by/employer/2802072,{'contact@brainworkslab.com'},set()
Брейнкипер,www.brainkeeper.by,https://jobs.tut.by/employer/1859507,{'info@brainkeeper.by'},set()
