title,url,hhref,email,phone
Зона технологий,tz-one.by,https://jobs.tut.by/employer/2902121,set(),set()
Зубрейчук И.А.,web.gadget.by,https://jobs.tut.by/employer/2903567,{'bynetgram@gmail.com'},set()
ЗуСофт,ZuSoft.by,https://jobs.tut.by/employer/1065130,set(),set()
Иванко-Медиа,datapo.com,https://jobs.tut.by/employer/954527,set(),set()
Иванов С.Л.,adm.by,https://jobs.tut.by/employer/1589068,{'business.marketing.b2bsales-sub@subscribe.ru'},set()
Иваровский А.А.,zernofond.ru,https://jobs.tut.by/employer/2431028,set(),set()
Ивейв,www.ewave.com,https://jobs.tut.by/employer/1266195,set(),set()
Ивентер,eventer.by,https://jobs.tut.by/employer/1838923,{'info@eventer.by'},set()
Ивен Эдженси,evenagency.by,https://jobs.tut.by/employer/2623660,set(),set()
Идеальная работа,multy.io,https://jobs.tut.by/employer/3089912,"{'member-10@2x.jpg', 'member-2@2x.jpg', 'member-5@2x.jpg', 'member-7@2x.jpg', 'decor-screen4@2x.png', 'decor-screen3@2x.png', 'appstore@2x.png', 'decor-btc1@2x.png', 'decor-screen1@2x.png', 'member-1@2x.jpg', 'member-11@2x.jpg', 'multy-logo@2x.png', 'member-4@2x.jpg', 'member-6@2x.jpg', 'news-list-decor@2x.png', 'decor-screen2@2x.png', 'decor-eth1@2x.png', 'googleplay@2x.png', 'member-9@2x.jpg', 'multy-logo-color@2x.png', 'member-3@2x.jpg', 'member-12@2x.jpg'}",set()
Идеи Дизайна,dsdi.by,https://jobs.tut.by/employer/1058291,set(),set()
Идрес,www.idres.by,https://jobs.tut.by/employer/2706427,set(),set()
Издательский дом Индустрия,budavnik.by,https://jobs.tut.by/employer/1205695,"{'ivanovich110944@gmail.com', 'office@belsplat.by', 'ifi@tut.by', 'salliven@bk.ru', 'Kvadratmalevicha@megabox.ru', 'maxaero@mail.ru', 'info@rimbat.by', 'bam231@mail.ru', 'beltepl@beltepl.by'}",set()
ИЗИми,www.ezeme.net,https://jobs.tut.by/employer/1031499,set(),set()
Изи Штандарт,easy-standart.by,https://jobs.tut.by/employer/1743768,"{'d.zhilinskiy@easy-standart.by', 'info@easy-standart.by'}",set()
Икантэм,www.ikantam.com,https://jobs.tut.by/employer/829724,{'support@ikantam.com'},set()
ИКомЧардж,www.bepaid.by,https://jobs.tut.by/employer/1068343,"{'sales@bepaid.by', 'techsupport@bepaid.by'}",set()
ИксБи Софтваре,xbsoftware.com,https://jobs.tut.by/employer/779736,{'contact@xbsoftware.com'},set()
Иксбокс,dshop24.ru,https://jobs.tut.by/employer/1875305,{'s.ryabushko@dshop24.ru'},set()
ИММО-ТРАСТ,immo-trust.net,https://jobs.tut.by/employer/1666618,"{'resume@immo-trust.net', 'info@immo-trust.net', 'hr@immo-trust.net'}",set()
Импет,www.impet.com,https://jobs.tut.by/employer/1238138,set(),set()
Импрешн,www.impression.by,https://jobs.tut.by/employer/1881867,{'info@impression.by'},set()
Инватекс Софтвер,invatechs.com,https://jobs.tut.by/employer/2916748,{'info@invatechs.com'},set()
Инвестиционная компания Стратег,www.strateg.by,https://jobs.tut.by/employer/2723763,{'mail@strateg.by'},set()
Индекс Медиа,www.dexme.by,https://jobs.tut.by/employer/2292599,set(),set()
Инджан,injun.by,https://jobs.tut.by/employer/2439445,set(),set()
Индивидуальный предприниматель Александров М.Ю.,www.startgroup.by,https://jobs.tut.by/employer/1662578,set(),set()
