title,url,hhref,email,phone
АйконГеймс,www.icongames.info,https://jobs.tut.by/employer/2831610,set(),set()
Айлайк,ilike.by,https://jobs.tut.by/employer/733276,set(),set()
АйМаркет Трейд,www.imarket.by,https://jobs.tut.by/employer/1816973,"{'opt@imarket.by', 'example@gmail.com', 'k@imarket.by', 'bn@imarket.by', 'dEfault.123@gmail.com', 'info@imarket.by'}",set()
Аймедиа Солюшнс,www.imedia.by,https://jobs.tut.by/employer/1171746,{'info@imedia.by'},set()
Айсберг Медиа,icebergmedia.by,https://jobs.tut.by/employer/2293179,{'info@icebergmedia.by'},set()
"АйСервис, ЧСУП",iservice.by,https://jobs.tut.by/employer/1044757,{'info@iservice.by'},set()
Ай-Си-Джи Групп / ICG,www.icg.by,https://jobs.tut.by/employer/2592475,set(),set()
Айтексус софт,itexus.com,https://jobs.tut.by/employer/1535743,"{'info@itexus.com', 'jobs@itexus.com'}",set()
АйТиБи,www.itbe.by,https://jobs.tut.by/employer/3307814,set(),set()
Айти Бэнд (IT Band),it-band.by,https://jobs.tut.by/employer/1737671,{'info@it-band.by'},set()
АйТи Ком,it.com.by,https://jobs.tut.by/employer/1034841,set(),set()
АЙТИ ЛАБ,itlab.by,https://jobs.tut.by/employer/2535186,{'work.itlab@gmail.com'},set()
Ай Ти М Хауз,itmhouse.com,https://jobs.tut.by/employer/1219842,set(),set()
Ай-Ти Нет Консалтинг,www.itnc.by,https://jobs.tut.by/employer/1305091,set(),set()
АйТи Перфоманс,it-performance.by,https://jobs.tut.by/employer/2159983,set(),set()
Айти Профешнл,it-prof.by,https://jobs.tut.by/employer/1058077,{'itprofbel@gmail.com'},set()
АйтиРекс Групп,itrexgroup.com,https://jobs.tut.by/employer/877747,{'Mars@gmail.com'},set()
АйТиТезис,systemmanager.by,https://jobs.tut.by/employer/1257553,set(),set()
АйТиТи Коммуникейшнс,itt-us.com,https://jobs.tut.by/employer/1694961,set(),set()
Айти Эдвайс Групп,itag.by,https://jobs.tut.by/employer/2833825,{'office@itadvice.by'},set()
Айти Эксперт,www.ite.by,https://jobs.tut.by/employer/755559,"{'info@ite.by', 'eko@ite.by', 'job@ite.by'}",set()
АйТиЭф Групп,dev-team.com,https://jobs.tut.by/employer/2672496,"{'dbezzubenkov@dev-team.com', 'contact@dev-team.com', 'dgvozd@dev-team.com', 'apoklyak@dev-team.com'}",set()
Айтос / ITOS,www.itosweb.com,https://jobs.tut.by/employer/687941,set(),set()
АйЭсТи Интернэшнл Софтвэа Технолоджи,ist.by,https://jobs.tut.by/employer/1749992,set(),set()
Акантек Солюшенз,acantek.com,https://jobs.tut.by/employer/2215948,"{'fly_611@bk.ru', 'sales@acantek.com'}",set()
