title,url,hhref,email,phone
Vanger,vanger.com.ua,https://hh.ua/employer/918906,set(),set()
VARG Technologies,vargtechnologies.com,https://hh.ua/employer/2398190,set(),set()
VARTEQ,varteq.com,https://hh.ua/employer/1340731,{'careers@varteq.com'},set()
Vayersoft,vayerstudios.com,https://hh.ua/employer/171285,set(),set()
VBaze,vbaze.com.ua,https://hh.ua/employer/2490026,{'user@mydomain.com'},set()
VCS,vc-studio.info,https://hh.ua/employer/1637349,set(),set()
VD MAIS,www.vdmais.kiev.ua,https://hh.ua/employer/788488,{'info@vdmais.ua'},set()
VDS 64,vds64.com,https://hh.ua/employer/1000009,set(),set()
Vega Capital Management,vegacm.com,https://hh.ua/employer/1439099,set(),set()
Velcro Games,velcrogames.com,https://hh.ua/employer/1817974,set(),set()
Vendo Performance Agency,vendo.agency,https://hh.ua/employer/3382055,{'manager@vendo.agency'},set()
VeraData East,veradata.com,https://hh.ua/employer/1736689,{'info@veradata.com'},set()
Verismic,verismic.com,https://hh.ua/employer/1784997,{'info@verismic.com'},set()
VERNA,verna.ua,https://hh.ua/employer/54196,"{'Natalia.Muray@verna.ua', 'partner@verna.ua'}",set()
Vertalab,vertalab.com,https://hh.ua/employer/1849474,{'contact@vertalab.com'},set()
Vesedia,vesedia.com,https://hh.ua/employer/3041110,set(),set()
ViaSMS,viasms.com.ua,https://hh.ua/employer/2656081,{'viasms@viasms.com.ua'},set()
VicMan,vicman.com.ua,https://hh.ua/employer/798400,{'kurnickaya@vicman.net'},set()
Videal,www.videal.com,https://hh.ua/employer/1499851,set(),set()
Video Factory Ukraine,vfu.com.ua,https://hh.ua/employer/1785568,set(),set()
Viewster AG,www.viewster.com,https://hh.ua/employer/1068039,set(),set()
Vilmate,www.vilmate.com,https://hh.ua/employer/1445584,"{'info@vilmate.com', 'job@vilmate.com'}",set()
Vintage,vintage.com.ua,https://hh.ua/employer/1117093,set(),set()
Vinteger,vinteger.com,https://hh.ua/employer/700664,{'info@vinteger.com'},set()
VIP Design,vipdesign.com.ua,https://hh.ua/employer/109296,{'office@vipdesign.com.ua'},set()
