title,url,hhref,email,phone
doFresh,makefresh.ru,https://hh.ru/employer/1703408,{'hello@makefresh.ru'},set()
DomiDo,domido.com,https://hh.ru/employer/2148937,set(),set()
Dom Online,homeworkapp.ru,https://hh.ru/employer/1791651,set(),set()
Dom-WIFI,dom-wifi.ru,https://hh.ru/employer/1835919,"{'krasnodar@dom-wifi.ru', 'kaluga@dom-wifi.ru', 'moscow@dom-wifi.ru', 'podolsk@dom-wifi.ru', 'tver@dom-wifi.ru', 'vladimir@dom-wifi.ru', 'Rating@Mail.ru', 'rostov@dom-wifi.ru', 'himki@dom-wifi.ru', 'voronezh@dom-wifi.ru', 'nn@dom-wifi.ru', 'spb@dom-wifi.ru'}",set()
DORS,dors.com,https://hh.ru/employer/6753,set(),set()
DOT GROUP,dot-group.ru,https://hh.ru/employer/2836008,set(),set()
Dotmotion,dotmotion.ru,https://hh.ru/employer/1744270,set(),set()
dotterra,saas.ru,https://hh.ru/employer/1264207,{'portal@saas.ru'},set()
Double Data,doubledata.ru,https://hh.ru/employer/1300820,{'info@doubledata.ru'},set()
D-Partners,d-partners.ru,https://hh.ru/employer/1961363,{'office@Mobi-q.ru'},set()
Drake (Васильев П.С.),www.drake.agency,https://hh.ru/employer/1824953,set(),set()
DR.CASH,dr.cash,https://hh.ru/employer/2571535,set(),set()
Dream Industries,dreamindustries.co,https://hh.ru/employer/2991994,set(),set()
Dream Studio Design,www.atn.ru,https://hh.ru/employer/1767688,{'mail@atn.ru'},set()
Driveback,driveback.ru,https://hh.ru/employer/1564038,{'ab-tests-book@2x.jpg'},set()
DriverPack Solution,drp.su,https://hh.ru/employer/722007,"{'Rating@Mail.ru', 'features-cloud@2x.png', '4f16d0cf7913419e81585433230a3e88@sentry2.drp.su', 'features-monitoring@2x.png', 'features-protect@2x.png'}",set()
Drozdovsky Lab,drozdovsky.ru,https://hh.ru/employer/967936,set(),set()
DSS Engineering,www.dsse.ru,https://hh.ru/employer/1819045,{'info@dsse.ru'},set()
DSSL,www.dssl.ru,https://hh.ru/employer/2888,"{'a.konstantinov@dssl.ru', 's.arkhangelskiy@dssl.ru', 's.poluhin@dssl.ru', 'o.gryzina@dssl.ru', 'a.pugachev@dssl.ru', 'm.zhenetl@dssl.ru', 'naydenko@dssl.ru', 'ufo@dssl.ru', 'nsk@dssl.ru', 'berenzon@dssl.ru', 'kostyk@dssl.ru', 'dmitriy.khmarsky@dssl.ru', 'info@dssl.ru', 'kz@dssl.ru', 'sergey.le@dssl.ru', 'v.plotnikov@dssl.ru', 'dfo@dssl.ru', 'a.chikishev@dssl.ru', 'n.larin@dssl.ru'}",set()
DSS Lab (ДСС Лаб),www.dss-lab.ru,https://hh.ru/employer/1623367,"{'info@3itech.ru', 'support@dss-lab.ru'}",set()
DUCKDATA,h1.duckdata.ru,https://hh.ru/employer/1921669,set(),set()
Dulton Media,eagleplatform.com,https://hh.ru/employer/966722,"{'support@eagleplatform.com', 'sales@eagleplatform.com'}",set()
Duoservis,duoservice.ru,https://hh.ru/employer/588347,set(),set()
Dynamic Digital,d-digital.ru,https://hh.ru/employer/1760915,set(),set()
Dynamics Technologies,www.dtech.company,https://hh.ru/employer/2267346,set(),set()
Dynasoft,www.dynasoft.ru,https://hh.ru/employer/632016,set(),set()
EAS TAG,eastag.ru,https://hh.ru/employer/1033879,{'info@company24.com'},set()
Easy2Del,www.easy2del.ru,https://hh.ru/employer/2208580,set(),set()
