title,url,hhref,email,phone
Аквалайн,aqualine.sumy.ua,https://hh.ua/employer/1225691,set(),set()
АККСОН СОФТ,www.itv.ru,https://hh.ua/employer/1150561,"{'info@itv.com', 'info@itv.ru'}",set()
Акредитований центр сертифікації ключів Інформаційно-довідкового департаменту ДФС,acskidd.gov.ua,https://hh.ua/employer/2299546,"{'inform@cskidd.gov.ua', 'inform@acskidd.gov.ua'}",set()
АКСИОМА,www.axioma.tech,https://hh.ua/employer/3004172,set(),set()
Актив ВИД,www.aktivcorp.com,https://hh.ua/employer/1085928,{'info@aktivcorp.com'},set()
Актив-групп,www.ag92.ru,https://hh.ua/employer/2653466,set(),set()
Актив Консалтинг Групп,acgsoft.com.ua,https://hh.ua/employer/971734,set(),set()
Активмедиа,www.activemedia.ua,https://hh.ua/employer/857130,set(),set()
Актив-Софт,aktiv.ua,https://hh.ua/employer/3043875,"{'mpetrenko@mail.com', 'direct@aktiv.ua', 'dchepel@aktiv.ua', 'sale@aktiv.ua', 'iyaremenko@aktiv.ua', 'katya@mail.com', '1c@aktiv.ua', 'burbelodan@gmail.com', 'pahomov@aktiv.ua'}",set()
Акутрон,www.akutron.com,https://hh.ua/employer/727064,set(),set()
Алгоритм,web-algoritm.su,https://hh.ua/employer/2153843,"{'info@web-algoritm.su', '1c@algoritm.su'}",set()
Алеанза,aleanza.com.ua,https://hh.ua/employer/1026525,set(),set()
Алегрос,alegros.com.ua,https://hh.ua/employer/1190657,{'office@alegros.com.ua'},set()
Алекса Холдінг Інк,regionnews.net,https://hh.ua/employer/2875077,set(),set()
АлексБрендинг,alexbranding.com,https://hh.ua/employer/2450530,{'info@alexbranding.com'},set()
АлитаПлюс,alitaplus.com.ua,https://hh.ua/employer/615832,set(),set()
Аллат,www.allat.crimea.ru,https://hh.ua/employer/1918644,"{'Rating@Mail.ru', 'torg@allat.crimea.ru', 'help@allat.crimea.ru', 'buy@allat.crimea.ru', 'it@allat.crimea.ru', 'info@allat.crimea.ru', 'sale@allat.crimea.ru'}",set()
"Алло, Газета",allo.dn.ua,https://hh.ua/employer/940505,set(),set()
Алтинташ Е.С.,samopoznanie.ru,https://hh.ua/employer/1205749,"{'--Rating@Mail.ru', 'Rating@Mail.ru', 'mice@hotelvolgograd.ru', 'portal@samopoznanie.ru'}",set()
АЛЬБА ВЕРІТАС,nofrost.me,https://hh.ua/employer/3483851,{'support@nofrost.me'},set()
Альпикс Украина,www.alpix.com.ua,https://hh.ua/employer/1207913,set(),set()
Альтарис,altaris.kh.ua,https://hh.ua/employer/2840278,set(),set()
Альтаюр,www.allta.com.ua,https://hh.ua/employer/1140562,{'info@allta.com.ua'},set()
Альтервеб,alterweb.com.ua,https://hh.ua/employer/1369283,set(),set()
Альтернатива,alterc.ru,https://hh.ua/employer/1975522,"{'74@alterc.ru', 'personal@alterc.ru', 'tv@alterc.ru', 'andreeva@action-media.ru'}",set()
