title,url,hhref,email,phone
S2B,s2b.com.ua,https://hh.ua/employer/748501,set(),set()
Sabre Travel Network,www.sabretravelnetwork.com,https://hh.ua/employer/926338,set(),set()
sait.ua,sait.ua,https://hh.ua/employer/1436330,set(),set()
SalesDoubler,www.salesdoubler.com.ua,https://hh.ua/employer/1410571,{'info@salesdoubler.com.ua'},set()
Saleslion Ukraine,www.saleslion.fi,https://hh.ua/employer/1669542,"{'asiakaspalvelu@saleslion.fi', 'kari.harju@saleslion.fi'}",set()
Sales Pro,www.salespronow.com,https://hh.ua/employer/2063532,set(),set()
Salesup,www.salesup.in.ua,https://hh.ua/employer/1916781,set(),set()
Salford-systems,www.salford-systems.com,https://hh.ua/employer/2449236,set(),set()
Salo.com.ua,Salo.com.ua,https://hh.ua/employer/1998022,set(),set()
Salostudio,Salostudio.com.ua,https://hh.ua/employer/1834305,set(),set()
Salpis,webiz.in.ua,https://hh.ua/employer/1424227,set(),set()
SaM Solutions,sam-solutions.com.ua,https://hh.ua/employer/226924,"{'info@sam-solutions.us', 'vertrieb@sam-solutions.de'}",set()
SamsonOS,www.samsonos.com,https://hh.ua/employer/1428284,set(),set()
SANDBX CORP,www.sandbx.co,https://hh.ua/employer/2823227,{'info@sandbx.co'},set()
SandSIV Group,sandsiv.com,https://hh.ua/employer/1891897,{'info@sandsiv.com'},set()
Sannacode,sannacode.com,https://hh.ua/employer/3386604,set(),set()
Santan studio,santanstudio.com,https://hh.ua/employer/1989512,set(),set()
Sapiens,xoresearch.com,https://hh.ua/employer/1704245,set(),set()
SAP Украина,www.sap.ua,https://hh.ua/employer/59722,{'ua@2x.png'},set()
Sarafan Company,sarafan-web.com,https://hh.ua/employer/1769752,set(),set()
Satom.ru (ИП Томащик Г.В.),satom.ru,https://hh.ua/employer/1748305,set(),set()
Sauny.ua,sauny.ua,https://hh.ua/employer/1775795,{'info@sauny.ua'},set()
Say-Hi,say-hi.me,https://hh.ua/employer/3133104,set(),set()
SBCG,sbcg.com.ua,https://hh.ua/employer/2035787,set(),set()
SBT Systems Ukraine,sbtsystems.com,https://hh.ua/employer/1760908,set(),set()
Scalea,scalea.tech,https://hh.ua/employer/3281965,{'info@scalea.tech'},set()
Scale Tools UA,scaletools.com,https://hh.ua/employer/967094,{'info@scaletools.com'},set()
