title,url,hhref,email,phone
IT Hit,www.ithit.com,https://hh.ua/employer/850799,set(),set()
IT Hi-Tech,plink.tech,https://hh.ua/employer/3326442,set(),set()
ITHouse,etaxi.ua,https://hh.ua/employer/604874,"{'support@etaxi.ua', 'support@etaximo.com'}",set()
IT IF Medical,www.itifmedical.com,https://hh.ua/employer/1704979,set(),set()
ITI Solutions,itisolutions.com.ua,https://hh.ua/employer/704873,set(),set()
It-Jim,it-jim.com,https://hh.ua/employer/2751176,{'ceo@it-jim.com'},set()
It-kitchen,it-kitchen.com.ua,https://hh.ua/employer/2697016,set(),set()
IT Kontrakt,www.itkontrakt.pl,https://hh.ua/employer/1551721,"{'dariusz.kobza@itkontrakt.pl', 'magdalena.skorek@itkontrakt.pl', 'agnieszka.szczerbik@itkontrakt.pl', 'lukasz.syrnik@itkontrakt.ch', 'nina.bartuzel@itkontrakt.pl', 'agata.jastrzembska@itkontrakt.pl', 'agnieszka.brucha@itkontrakt.pl', 'maciej.misiolek@itkontrakt.pl', 'kadry@itkonktrakt.pl', 'lucyna.leszka@itkontrakt.pl', 'anna.szyperek@itkontrakt.pl', 'ewa.stec@itkontrakt.pl', 'rafal.madera@itkontrakt.pl', '0110100101010100@itkontrakt.com.pl', 'agnieszka.drozdzynska@itkontrakt.pl', 'janusz.dymek@itkontrakt.pl', 'tomasz.borski@itkontrakt.pl', 'karolina.kwiatkowska@itkontrakt.pl', 'barbara.przybyla@itkontrakt.pl', 'malgorzata.galecka@itkontrakt.pl', 'magdalena.brylska@itkontrakt.pl', 'joanna.sadownik@itkontrakt.pl', 'agnieszka.wlodarczak@itkontrakt.pl', 'justyna.wroniak@itkontrakt.pl', 'joanna.witulla@itkontrakt.pl', 'emilia.mejza@itkontrakt.pl', 'iga.glowacka@itkontrakt.com', 'kamila.sobczak@itkontrakt.pl', 'cezary.reszka@itkontrakt.com', 'ewa.tomana@itkontrakt.pl', 'damian.kocon@itkontrakt.pl', 'biuro@itkontrakt.pl', 'michal.cichon@itkontrakt.pl', 'agata.tomasik@itkontrakt.com', 'Konrad.gandziarski@itkontrakt.pl', 'elzbieta.sankowska@itkontrakt.pl', 'odo@itkontrakt.pl', 'patrycja.janik@itkontrakt.pl', 'michal.tomasik@itkontrakt.com', 'daria.glowczynska@itkontrakt.pl'}",set()
ItKotiki,www.itkotiki.com,https://hh.ua/employer/1686957,{'office@itkotiki.com'},set()
IT Lagoon,itlagoon.com.ua,https://hh.ua/employer/907087,set(),set()
IT-Lance,it-lance.com.ua,https://hh.ua/employer/2417680,set(),set()
"IT Launchpad, Бизнес-инкубатор",www.launchpad.com.ua,https://hh.ua/employer/1691188,{'info@launchpad.com.ua'},set()
IT LEADER,it-leader.com.ua,https://hh.ua/employer/3267247,{'office@it-leader.com.ua'},set()
IT-LIDER,www.it-lider.dp.ua,https://hh.ua/employer/666421,set(),set()
IT:Logic,itlogic-ua.com,https://hh.ua/employer/2388152,set(),set()
ITMagic,itmagic.pro,https://hh.ua/employer/2911018,{'dir@itmagic.pro'},set()
IT-Media Advertisement Agency,it-media.kiev.ua,https://hh.ua/employer/1307822,"{'logo@2x.png', 'info@it-media.kiev.ua'}",set()
ITMG,itmgmedia.net,https://hh.ua/employer/1400347,set(),set()
IT NAVIGATOR,itnavigator.org,https://hh.ua/employer/3316877,{'contact@itnavigator.org'},set()
Itop.Media,itop.media,https://hh.ua/employer/2984712,{'team@itop.media'},set()
IT Personal,www.itpersonal.ee,https://hh.ua/employer/2821585,{'info@itpersonal.ee'},set()
ItPlanet,itplanet.zp.ua,https://hh.ua/employer/2362428,"{'service@itplanet.zp.ua', 'office@itplanet.zp.ua', 'online@itplanet.zp.ua', 'tcservice.zp@gmail.com'}",set()
IT Point,www.it-point.com.ua,https://hh.ua/employer/1549554,set(),set()
IT Profi,it-profi.kiev.ua,https://hh.ua/employer/1557538,set(),set()
IT-pro service,www.itps.com.ua,https://hh.ua/employer/1149352,set(),set()
