title,url,hhref,email,phone
Булатов Руслан Ринатович,budite.ru,https://hh.ru/employer/2694035,{'business@budite.ru'},set()
БумМаркет,boommarket.ru,https://hh.ru/employer/1141648,{'acton@boommarket.ru'},set()
Бураев Владимир Михайлович,webinar-na-svoem-saite.ru,https://hh.ru/employer/2717555,{'info@webinar-na-svoem-saite.ru'},set()
Бурлуцкая С.В.,i-skaner.ru,https://hh.ru/employer/2686156,{'info@vpk24.com'},set()
БУРОБАКА,burobaka.ru,https://hh.ru/employer/1412567,{'ya@burobaka.ru'},set()
"Бурстройпроект, ОКБ",www.burstroy.ru,https://hh.ru/employer/29274,set(),set()
БУСИД-МЕДИА,Booseed.com,https://hh.ru/employer/2184819,"{'stats@2x-6e5aee6714bdd78da25ef0ed4a95716197a31b736180e0027085d6758a32e641.png', 'Rating@Mail.ru', 'images@2x-1fd66b9972c6d253736845a746ecfc4df17166b20b67fb1c28495180f78b9b29.png', 'user@example.com', 'mail@example.com', 'info@booseed.com', 'youremail@booseed.com'}",set()
БухОбслуживание ФинБизнес,finbisnes.ru,https://hh.ru/employer/2920498,{'info@finbisnes.ru'},set()
"БухСервисПресс, СК",bukhsv.ru,https://hh.ru/employer/1098308,set(),set()
БухСофт маркет,www.buhsoft.ru,https://hh.ru/employer/574606,"{'info@buhsoft.ru', 'msed_support@mosreg.ru', 'example@mail.ru'}",set()
Быкова Татьяна Сергеевна,instalife.moscow,https://hh.ru/employer/2846751,"{'msk@instalife.su', 'info@instalife.moscow'}",set()
Быстрые линии,www.quickline.ru; www.quickhost.ru,https://hh.ru/employer/2784604,set(),set()
Бэбисфера,www.baby.ru,https://hh.ru/employer/594110,set(),set()
Бэйслоджик,www.thebaselogic.com,https://hh.ru/employer/1040816,set(),set()
БЭСТ,www.bestmt.ru,https://hh.ru/employer/2160546,set(),set()
БЭСТИНТЕГРО,bestintegro.ru,https://hh.ru/employer/779126,set(),set()
БЭСТКОЛЛ Телекоммуникейшн,www.best-call.ru,https://hh.ru/employer/94752,set(),set()
БэстНэтс,bestnets.ru,https://hh.ru/employer/2567278,{'info@bestnets.ru'},set()
"Бюджет-21, ООО НПЦ",www.budget21.ru,https://hh.ru/employer/1028243,{'info@budget21.ru'},set()
Бюджетные и Финансовые Технологии,www.bftcom.com,https://hh.ru/employer/9188,set(),set()
Бюджетные технологии,www.bd-t.ru,https://hh.ru/employer/1358453,{'adm@bd-t.ru'},set()
Бюджетный Советник,www.bsrf.ru,https://hh.ru/employer/146029,"{'bsrf.info@bk.ru', 'inf@bsrf.ru'}",set()
БюроБюро,buroburo.ru,https://hh.ru/employer/26005,"{'pr@buroburo.ru', 'info@buroburo.ru'}",set()
