title,url,hhref,email,phone
TeamIdea (ООО ТИМИДЕЯ ГРУПП),www.teamidea.ru,https://hh.ru/employer/567928,{'sap@teamidea.ru'},set()
Technolink Global,www.qmeter.net,https://hh.ru/employer/2569749,{'info@qmeter.net'},set()
TechOps,techops.ru,https://hh.ru/employer/1929195,{'hi@techops.ru'},set()
TechSell,www.txl.ru,https://hh.ru/employer/4720,{'info@txl.ru'},set()
Tejas Networks Ltd.,www.tejasnetworks.ru,https://hh.ru/employer/245278,set(),set()
Teleforum,www.teleforum.tv,https://hh.ru/employer/593563,set(),set()
TelefUM24,telefum24.ru,https://hh.ru/employer/2776935,set(),set()
TEMNIKOVA,temnikova.ru,https://hh.ru/employer/2910016,{'email@example.com'},set()
Tencoins,www.tencoins.org,https://hh.ru/employer/3372406,set(),set()
Terasms.ru,www.terasms.ru,https://hh.ru/employer/1185452,{'support@terasms.ru'},set()
TERN,www.tern.ru,https://hh.ru/employer/1274,"{'tech@tern.ru', 'marketing@tern.ru', '20marketing@tern.ru'}",set()
terrabo_,terrabo.ru,https://hh.ru/employer/2519936,{'contact@terrabo.ru'},set()
Terra Corp (ИП Генадиник П.Е.),make-page.ru,https://hh.ru/employer/1565249,{'support@make-page.ru.ru'},set()
TerraLink,www.terralink.ru,https://hh.ru/employer/865,"{'info@terralink.co.il', 'info@terralink.ru', 'info@terralink.ca', 'info@terralink.us', 'info@terralink.kz'}",set()
Tesla Marketing,tesla-m.ru,https://hh.ru/employer/1533637,{'hello@tesla-m.ru'},set()
Test2,hh.ru,https://hh.ru/employer/2346338,set(),set()
Tewtor,tewtor.com,https://hh.ru/employer/2589967,set(),set()
Textsme,textsme.ru,https://hh.ru/employer/2065849,{'box@textsme.ru'},set()
Texuna Technologies,www.texunatech.com,https://hh.ru/employer/60530,set(),set()
TheAdvert,theadvert.ru,https://hh.ru/employer/3115330,set(),set()
The First Need,www.f-need.ru,https://hh.ru/employer/712257,set(),set()
"the gibbon, Web-студия",thegibbon.ru,https://hh.ru/employer/751596,set(),set()
theKolosov,www.thekolosov.com,https://hh.ru/employer/1522167,set(),set()
The Mads,www.themads.ru,https://hh.ru/employer/3353912,"{'hr@themads.ru', 'hello@themads.ru'}",set()
The Ugly Duckling,www.uglyducklingames.com,https://hh.ru/employer/1758132,set(),set()
Ticketland.ru,ticketland.ru,https://hh.ru/employer/706399,set(),set()
Ticket Soft,www.soft.ru,https://hh.ru/employer/5181,"{'info@soft.ru', 'support@soft.ru'}",set()
