title,url,hhref,email,phone
Баранов,www.demouton.co,https://hh.ru/employer/2291896,{'info@demouton.co'},set()
Барашек в Бумажке,barash.me,https://hh.ru/employer/1444782,set(),set()
Барбоскины Online,barboskiny.ru,https://hh.ru/employer/1444678,"{'info@barboskiny.ru', 'info@bobaka.ru'}",set()
Барбук,www.barbook.ru,https://hh.ru/employer/797392,set(),set()
Баркод,www.barcodpro.ru,https://hh.ru/employer/2016398,"{'barcodpro@yandex.ru', 'barcodrus@gmail.com'}",set()
Барко-Сервисез,www.barco.com,https://hh.ru/employer/26819,"{'person@company.com', 'webmaster@barco.com', 'someone@example.com'}",set()
БАРЛ НПК,www.barl.ru,https://hh.ru/employer/62003,{'mail@barl.ru'},set()
Барс,www.barsltd.ru,https://hh.ru/employer/1896250,set(),set()
БАСПРОМО,www.baspromo.com,https://hh.ru/employer/603846,{'info@baspromo.com'},set()
Басфор,busfor.ru,https://hh.ru/employer/1480195,"{'help@busfor.ru', 'press@busfor.com'}",set()
Баф мобайл,buffmobile.ru,https://hh.ru/employer/1508547,set(),set()
БВС,thefirstweb.ru,https://hh.ru/employer/1660145,{'info@thefirstweb.ru'},set()
БГИ,www.bgi.su,https://hh.ru/employer/1183865,set(),set()
БГМТ Системы,bgmtsystems.ru,https://hh.ru/employer/1660923,set(),set()
БД Софт,bitdefender.ru,https://hh.ru/employer/2705089,"{'info@bitdefender.ru', 'Rating@Mail.ru'}",set()
БЕГУН,www.begun.ru,https://hh.ru/employer/57638,{'partners@price.ru'},set()
Без границ,www.travelstack.ru,https://hh.ru/employer/1547373,{'info@travelstack.ru'},set()
Безопасная информационная зона,www.bi.zone,https://hh.ru/employer/2367681,"{'mailbox@domain.com', 'info@bi.zone', 'cert@bi.zone'}",set()
"Безопасность, Компания",www.bezopasnost.ru,https://hh.ru/employer/14095,"{'otdelkadrov@bezopasnost.ru', 'kovaleva-am@bezopasnost.ru', 'otdelkadrov@besopasnost.ru', 'Rating@Mail.ru', 'simanova-sv@bezopasnost.ru', 'office@bezopasnost.ru'}",set()
Безопасностьпроф,safetyprof.ru,https://hh.ru/employer/3014259,"{'alex@mail.ru', 'info@safetyprof.ru', 'director@safetyprof.ru'}",set()
Безопасные Биосистемы,endurancerobots.com,https://hh.ru/employer/134752,{'info@endurancerobots.com'},set()
Безопасные коммуникации,www.safe.com.ru,https://hh.ru/employer/2658100,set(),set()
Безопасные покупки,www.oami.ru,https://hh.ru/employer/3179468,{'mail@oami.ru'},set()
БейсЛоджик,www.thebaselogic.com,https://hh.ru/employer/22635,set(),set()
Белая Радуга,great-travel.ru,https://hh.ru/employer/1046058,"{'executive@great-travel.ru', 'ads@great-travel.ru'}",set()
