title,url,hhref,email,phone
SEOZ,seoz.pro,https://hh.ua/employer/2421103,{'info@seoz.pro'},set()
Septa digital agency,septa-agency.com,https://hh.ua/employer/1901538,set(),set()
SE Ranking,seranking.com,https://hh.ua/employer/2520224,"{'fin@seranking.com', 'help@seranking.com'}",set()
SERENA Software,www.serena.com,https://hh.ua/employer/891011,set(),set()
Serious Cake,seriouscake.net,https://hh.ua/employer/3075589,{'hr@seriouscake.net'},set()
Sermik,www.sermik.com,https://hh.ua/employer/857385,"{'icon-76@2x.png', 'icon@2x.png', 'icon-60@2x.png', 'info@sermik.com', 'icon-72@2x.png'}",set()
Serp,Serp.ua,https://hh.ua/employer/2117424,set(),set()
Serpstat,serpstat.com,https://hh.ua/employer/2916481,set(),set()
ServanTek Украина,servantek.org.ua,https://hh.ua/employer/1021323,set(),set()
ServerPipe,www.serverpipe.com,https://hh.ua/employer/1772189,set(),set()
Setka,setka.od.ua,https://hh.ua/employer/3133416,{'support@setka.od.ua'},set()
SEVEN,sevencollab.com,https://hh.ua/employer/875996,set(),set()
SEVEN Communications,www.7com.com.ua,https://hh.ua/employer/559489,set(),set()
SewUp.online,sewup.online,https://hh.ua/employer/1547259,"{'inna.bychkova@kidscouture.com.ua', 'pandw@inbox.ru'}",set()
Sferoom softwear,www.sferoom.com,https://hh.ua/employer/2287256,set(),set()
S-Group,s-group.vn.ua,https://hh.ua/employer/1091863,set(),set()
SGSOFT,sgsoft.com.ua,https://hh.ua/employer/2090026,{'office@sgsoft.com.ua'},set()
Shadow Masters,www.shadowmastersgames.com,https://hh.ua/employer/2810187,set(),set()
SHALB IT Security Agency,shalb.com,https://hh.ua/employer/667449,set(),set()
Shaman Games Studio,www.shamangs.com,https://hh.ua/employer/782205,set(),set()
"SHAPE, дизайн-студия",shape.com.ua,https://hh.ua/employer/178358,{'info@shape.com.ua'},set()
SharpMinds,www.sharpminds.com,https://hh.ua/employer/1719960,set(),set()
Shatava Design,www.shatava.com,https://hh.ua/employer/2101593,"{'ievgen@crisp-studio.cz', 'samir@karapuzov.com.ua', 'k.shaposhnyksafeor@gmail.com', 'natalia@tavolini.ru'}",set()
Shazam/Ubit,www.ubit.ee,https://hh.ua/employer/1740016,set(),set()
Sheer Chain,www.sheerchain.com,https://hh.ua/employer/3242316,set(),set()
SheerChain Мясникова Я.І,chain.com,https://hh.ua/employer/3522229,"{'press@chain.com', 'kgardner@gunder.com', 'support@chain-support.zendesk.com', 'hello@chain.com'}",set()
Shelest-Imperial,shelest-imperial.com,https://hh.ua/employer/1077965,set(),set()
S-Help.com,www.cybersecurity-help.cz,https://hh.ua/employer/2380214,"{'support@s-help.com', 'alerts@s-help.com', 'sale@s-help.com'}",set()
