title,url,hhref,email,phone
WOW Studio,WOWStudio.pro,https://hh.ru/employer/1479575,set(),set()
WRP,wrp.ru,https://hh.ru/employer/2882572,{'info@wrp.ru'},set()
WTO Audit,www.wtoaudit.com,https://hh.ru/employer/1454658,set(),set()
"WWWA.RU, РА",wwwa.ru,https://hh.ru/employer/53243,set(),set()
www.postscanner.ru,www.postscanner.ru,https://hh.ru/employer/1852141,"{'support@keenthemes.com', 'info@postscanner.ru'}",set()
Xavtel Communications Rus,pax.ru.com,https://hh.ru/employer/2104639,{'info@paxproavgroup.ru'},set()
X-Base,baza-x.ru,https://hh.ru/employer/939714,{'xbase.info@gmail.com'},set()
Xerox,www.xerox.ru,https://hh.ru/employer/5856,{'info@xerox.ru'},set()
Xim Inc. (Xtra Information Management),www.ximxim.com,https://hh.ru/employer/4420,set(),set()
Xor Lab,xor.ru,https://hh.ru/employer/577278,set(),set()
X-Project,www.xproject.ru,https://hh.ru/employer/2541,"{'manager@xproject.ru', 'zakaz@xproject.ru'}",set()
Xsign Studio,www.xsign.ru,https://hh.ru/employer/240012,set(),set()
XSoft,www.xsoft.org,https://hh.ru/employer/897712,{'info@xsoft.org'},set()
XT GROUP,xt-group.ru,https://hh.ru/employer/613698,{'info@xt-group.ru'},set()
YachtHarbour.com,YachtHarbour.com,https://hh.ru/employer/1860572,"{'dimitri@yachtharbour.com', 'p.bozhenkov@yachtharbour.com', 'abuse@yachtharbour.com', 'a.nezdolii@yachtharbour.com', 'd.zudilin@yachtharbour.com', 'username@example.com', 'm.khamatkhanov@yachtharbour.com', 'info@yachtharbour.com'}",set()
Yani Interactive,yaniinteractive.com,https://hh.ru/employer/1754731,set(),set()
Yaplakal.com,www.yaplakal.com,https://hh.ru/employer/1904894,{'adm@yaplakal.com'},set()
YARDCAP.com,yardcap.com,https://hh.ru/employer/127427,set(),set()
YESDESIGN.RU,www.yesdesign.ru,https://hh.ru/employer/11589,{'info@yesdesign.ru'},set()
Yes Marketing,yesmarketing.ru,https://hh.ru/employer/3019196,set(),set()
Yes Quiz,yesquiz.ru,https://hh.ru/employer/3358888,"{'franchise@yesquiz.ru', 'Rating@Mail.ru', 'info@yesquiz.ru'}",set()
Yeswecandoit,www.yeswecandoit.ru,https://hh.ru/employer/888606,{'zakaz@yeswecandoit.ru'},set()
Yiwuopt,yiwuopt.ru,https://hh.ru/employer/1795576,{'sale@yiwuopt.ru'},set()
