title,url,hhref,email,phone
Рекламное агентство Егора Егорова,egorovagency.by,https://jobs.tut.by/employer/1527670,{'welcome@aaee.by'},set()
Релсофт,relsoft.by,https://jobs.tut.by/employer/2801946,set(),set()
Ремезков В.Ю.,x37.by,https://jobs.tut.by/employer/2159567,set(),set()
Реневью,bongo.by,https://jobs.tut.by/employer/708537,set(),set()
Рентабук,ru.profitrenta.com,https://jobs.tut.by/employer/3137759,{'admin@profitrenta.com'},set()
Рентлэнд,аренда.бел,https://jobs.tut.by/employer/2981019,"{'konstantinopolsky@gmail.com', 'info@myrentland.com'}",set()
Реомми,eurosky.info,https://jobs.tut.by/employer/1534148,set(),set()
РЕСИЛИО БЛР,resilio.com,https://jobs.tut.by/employer/886732,"{'legal@resilio.com', 'jobs@resilio.com', 'legal@getsync.com'}",set()
Ресурсконтроль,www.resurscontrol.by,https://jobs.tut.by/employer/1728528,"{'support@resurscontrol.by', 'Rating@Mail.ru', 'info@resurscontrol.by'}",set()
Ретаркорп,retarcorp.by,https://jobs.tut.by/employer/3043998,{'info@retarcorp.by'},set()
Риг Трейд,webcreative.by,https://jobs.tut.by/employer/1817014,set(),set()
Риксол Солюшенз,ryxol.com,https://jobs.tut.by/employer/2869866,set(),set()
РиэлтТоргИнвест,olysal.com,https://jobs.tut.by/employer/2156947,{'support@olysal.com'},set()
Ровалэнт Системы Безопасности,www.rovalant.com,https://jobs.tut.by/employer/2843790,set(),set()
РОВЕНСИС,www.rovensys.by,https://jobs.tut.by/employer/800202,{'info@rovensys.by'},set()
Розум Софт,www.rozumsoft.by,https://jobs.tut.by/employer/764427,set(),set()
Ролёнок А.В.,skypia.by,https://jobs.tut.by/employer/1701585,set(),set()
Романович М.А.,www.linkando.com,https://jobs.tut.by/employer/2908433,set(),set()
Романчук В.А.,eventstars.by,https://jobs.tut.by/employer/1840573,set(),set()
Романюк Е.Н,responsible.by,https://jobs.tut.by/employer/1919167,set(),set()
"Руптела, ЧТУП",www.ruptela.by,https://jobs.tut.by/employer/793214,{'office_BY@ruptela.com'},set()
Рэдакцыя газеты Прысталічча,www.pristalica.by,https://jobs.tut.by/employer/2500171,"{'pristalica@mail.ru', '--Rating@Mail.ru', 'Rating@Mail.ru'}",set()
РЭД маркетинг,www.redmarketing.by,https://jobs.tut.by/employer/1307367,set(),set()
Рэднэвис,rednavis.com,https://jobs.tut.by/employer/1248748,{'info@rednavis.com'},set()
РэдСтрим,redstream.by,https://jobs.tut.by/employer/2469325,{'info@redstream.by'},set()
