title,url,hhref,email,phone
Брендстартер,bsx.by,https://jobs.tut.by/employer/1628203,set(),set()
Брогсис,brogsys.by,https://jobs.tut.by/employer/762712,set(),set()
Брогсис сервис,brogsys.by,https://jobs.tut.by/employer/1012847,set(),set()
Б Софт Лаборатория,www.bsl.by,https://jobs.tut.by/employer/2677730,"{'mlug@belsoft.by', 'office@bsl.by'}",set()
БСС СОФТ,www.bssys.com,https://jobs.tut.by/employer/1615161,"{'root@bssys.com', 'sale@bssys.com', 'pr@bssys.com'}",set()
Бульба Лабс,boolbadev.com,https://jobs.tut.by/employer/1072420,set(),set()
Бэкенд Эксперт,backend.expert,https://jobs.tut.by/employer/2718010,{'info@backend.expert'},set()
Бэлл Интегратор,bellintegrator.ru,https://jobs.tut.by/employer/1074015,{'donate@opencart.com'},set()
"БэстПрайс, ЧТУП",optliner.by,https://jobs.tut.by/employer/865391,"{'price@optliner.by', 'info@optliner.by'}",set()
Вайзор Геймз,vizor-games.com,https://jobs.tut.by/employer/958733,{'veronika.novik@vizor-games.com'},set()
Вайз Технолоджиз,www.wise-technologies.org,https://jobs.tut.by/employer/2626001,set(),set()
"Ваймикс,ООО",wimix.by,https://jobs.tut.by/employer/772010,{'info@wimix.by'},set()
Вайплей Медиа,viplay-media.by,https://jobs.tut.by/employer/2518815,set(),set()
ВайсВеб,wiseweb.by,https://jobs.tut.by/employer/2785008,"{'info@wiseweb.by', 'chuma@wiseweb.by'}",set()
ВалКонсалтБай,www.valconsult.by,https://jobs.tut.by/employer/1531337,set(),set()
"Ван Гелдер Дизайн, Частное предприятие",vgdesign.by,https://jobs.tut.by/employer/918075,{'hello@vgdesign.by'},set()
Ваш Интернет,www.onenet.by,https://jobs.tut.by/employer/1487945,{'info@onenet.by'},set()
Ваш Интернет Партнер,onenet.by,https://jobs.tut.by/employer/2830732,{'info@onenet.by'},set()
ВебайлСофт,webilesoft.com,https://jobs.tut.by/employer/2694931,{'info@webilesoft.com'},set()
Веб ВИКИ,webviki.by,https://jobs.tut.by/employer/1989683,set(),set()
Вебернетик,webernetic.by,https://jobs.tut.by/employer/777989,{'office@webernetic.by'},set()
ВебИнсайт,w-i.by,https://jobs.tut.by/employer/1608283,set(),set()
ВебКонто,webconto.by,https://jobs.tut.by/employer/2073197,set(),set()
Вебмарт Групп,webmart.by,https://jobs.tut.by/employer/984157,{'info@webmart.by'},set()
Вебмарт Солюшнс,webmartsoft.ru,https://jobs.tut.by/employer/1516014,{'info@webmartsoft.ru'},set()
Веб-мир,www.web-mir.by,https://jobs.tut.by/employer/1653592,set(),set()
ВЕБ ПЭЙ,webpay.by,https://jobs.tut.by/employer/906128,"{'support@webpay.by', 'sales@webpay.by'}",set()
