title,url,hhref,email,phone
Danavero,www.danavero.com,https://hh.ua/employer/1869930,set(),set()
"DA.net, Интернет-агентство",www.da.net.ua,https://hh.ua/employer/25810,set(),set()
DarcMatter,Darcmatter.com,https://hh.ua/employer/2056447,"{'36Kr@2x.png', 'norton-secured@2x.png', 'finovate@2x.png', 'investopedia@2x.png', 'wealth-management@2x.png', 'finalternatives@2x.png', 'bloomberg@2x.png', 'ask@darcmatter.com', 'GDPR@darcmatter.com', 'mediarelations@darcmatter.com', 'natasha@2x.png', 'stan@2x.png', 'techCrunch@2x.png', 'sang@2x.png', 'private-wealth@2x.png'}",set()
DarinX,darinx.biz,https://hh.ua/employer/2799467,set(),set()
DataArt,www.dataart.ua,https://hh.ua/employer/107359,"{'ch-sales@dataart.com', 'hr-spb@dataart.com', 'email@domain.com', 'support.vrn@dataart.com', 'DE-Sales@dataart.com', 'hr-dp@dataart.com', 'hr-lublin@dataart.com', 'lv-sales@dataart.com', 'hr-kyiv@dataart.com', 'hr-sf@dataart.com', 'hr-wroclaw@dataart.com', 'uk-sales@dataart.com', 'hr-vr@dataart.com', 'hr-ks@dataart.com', 'hr-lviv@dataart.com', 'hr-od@dataart.com', 'Bulgaria@dataart.com', 'hr-kh@dataart.com', 'argentina@dataart.com', 'info@dataart.com'}",set()
"DataDesign, Дизайн-студия",www.datadesign.com.ua,https://hh.ua/employer/857806,set(),set()
Datalog Italia srl,www.datalog.it,https://hh.ua/employer/1611264,{'datalog@datalog.it'},set()
Datamart,www.dtm.io,https://hh.ua/employer/2085801,"{'hr@dtm.io', 'sales@dtm.io'}",set()
DATAS Technology,www.datas-tech.com,https://hh.ua/employer/946610,set(),set()
"Data Subsystems, Inc.",www.datasub.com,https://hh.ua/employer/1162115,set(),set()
DataSyntax,datasyntax.com.ua,https://hh.ua/employer/1656738,set(),set()
Datawiz.io,datawiz.io,https://hh.ua/employer/2351129,{'hello@datawiz.io'},set()
Davinci,davinci-e.de,https://hh.ua/employer/893360,{'info@davinci.de'},set()
Davzo Inc.,www.davzo.com,https://hh.ua/employer/2089212,set(),set()
DB2 LLC,www.elance.com,https://hh.ua/employer/1906739,"{'smm-consultation@2x.50739c77d62b.png', '5-hours-of-smm@2x.5a5b160205af.png', 'wordpress-consultation@2x.27eefaa43f8a.png', 'wordpress-website-creation@2x.c2d8a463e1ee.png', '5-hours-of-wordpress@2x.fdc9c1737136.png', 'social-media-page@2x.7204726f59a1.png'}",set()
DB Best Technologies,dbbest.com,https://hh.ua/employer/24926,set(),set()
DC media,dcmedia.me,https://hh.ua/employer/1713640,set(),set()
DDI Development,ddi-dev.com,https://hh.ua/employer/1711227,"{'info@ddi-dev.com', 'your@email.com'}",set()
DDM Studio,www.ddm-studio.com,https://hh.ua/employer/734677,set(),set()
Decima Digital,www.decimadigital.com,https://hh.ua/employer/3227023,"{'services@decimadigital.com', 'marketing@decimadigital.com'}",set()
Decision Agency,www.deci.com.ua,https://hh.ua/employer/1748915,set(),set()
deco.agency,deco.agency,https://hh.ua/employer/1397933,{'hello@deco.agency'},set()
DeePInspire,www.deepinspire.com,https://hh.ua/employer/3135153,"{'info@deepinspire.com', 'chief@deepinspire.com'}",set()
Deep River Development Ltd,deepriverdev.co.uk,https://hh.ua/employer/1016019,{'support@deepriverdev.co.uk'},set()
Deep Shadows,www.deep-shadows.com,https://hh.ua/employer/198561,set(),set()
DELFI,www.delfi.ua,https://hh.ua/employer/228216,set(),set()
