title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
Государственная публичная историческая библиотека России (ГПИБ),,set(),set(),,,https://moikrug.ru/companies/277769230
Поволжская экологическая компания,,set(),set(),,,https://moikrug.ru/companies/ecocompany
Уралмашзавод,,set(),set(),,,https://moikrug.ru/companies/277844038
Век Проект,,set(),set(),,,https://moikrug.ru/companies/277892368
Чебоксарский электротехнический завод (ЧЭТЗ),,set(),set(),,,https://moikrug.ru/companies/278154954
Сибирские карьеры,,set(),set(),,,https://moikrug.ru/companies/278547545
rejector.ru,,set(),set(),,,https://moikrug.ru/companies/278550125
Фабрика Арт,,set(),set(),,,https://moikrug.ru/companies/278748145
"журнал ""Автомобили""",,set(),set(),,,https://moikrug.ru/companies/278874962
Визард,,set(),set(),,,https://moikrug.ru/companies/278879440
Учебный Центр ПРОФИТ,,+79052595707,Pekin@profit-pro.ru,,,https://moikrug.ru/companies/280428254
СеДо хаусхолд продактс,,set(),set(),,,https://moikrug.ru/companies/280704079
НИИ Супер ЭВМ,,set(),set(),,,https://moikrug.ru/companies/280976566
Полюс,,set(),set(),,,https://moikrug.ru/companies/281008775
Институт геофизики УрО РАН,,set(),set(),,,https://moikrug.ru/companies/281086426
Бийский завод стеклопластиков (БЗС),,set(),set(),,,https://moikrug.ru/companies/281702416
Диэлектрические Кабельные Системы (ДКС),,set(),set(),,,https://moikrug.ru/companies/281736899
РусМедиаГрупп,,set(),set(),,,https://moikrug.ru/companies/281751391
КомиНефтеЭнергоМонтажАвтоматика (КНЭМА),,set(),set(),,,https://moikrug.ru/companies/282013332
SBM Group,,set(),set(),,,https://moikrug.ru/companies/282117350
Сигнал,,set(),set(),,,https://moikrug.ru/companies/282200352
Региональный Справочно-Аналитический Центр,,set(),set(),,,https://moikrug.ru/companies/282262149
ТК Карусель,,set(),set(),,,https://moikrug.ru/companies/282318256
Weatherford,,set(),set(),,,https://moikrug.ru/companies/282511837
Авиаагрегат,,set(),set(),,,https://moikrug.ru/companies/282664374
