title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
W3 Ukraine,,set(),set(),,,https://moikrug.ru/companies/315303915
Кадровое агентство КОРДЭК,,set(),set(),,,https://moikrug.ru/companies/315314424
Санкт-Петербургская государственная педиатрическая медицинская академия,,set(),set(),,,https://moikrug.ru/companies/315375233
С.О.ВЕТ,,set(),set(),,,https://moikrug.ru/companies/315563999
"ЭПО ""Сигнал""",,set(),set(),,,https://moikrug.ru/companies/315888343
Skyboom.ru,,set(),set(),,,https://moikrug.ru/companies/315888951
Международная юридическая компания Саланс (Salans),,set(),set(),,,https://moikrug.ru/companies/316063679
Logol,,set(),set(),,,https://moikrug.ru/companies/316486618
Институт Иммунологии ФМБА России,,set(),set(),,,https://moikrug.ru/companies/316507254
Wheely,wheely.com,,ta@wheely.com,,,https://moikrug.ru/companies/wheely
Специализированный Учебно-Научный Центр Новосибирского государственного университета (СУНЦ НГУ),,set(),set(),,,https://moikrug.ru/companies/317137280
Аргуссофт компани,,set(),set(),,,https://moikrug.ru/companies/317598381
Юридический центр Альтернатива,,set(),set(),,,https://moikrug.ru/companies/317620613
"ООО ""ПСМА Рус"" (Peugeot Citroen Mitsubishi Avtomotiv Rus)",,set(),set(),,,https://moikrug.ru/companies/317634421
Русдом,,set(),set(),,,https://moikrug.ru/companies/317858882
НПО Марс,,set(),set(),,,https://moikrug.ru/companies/318453969
UnMedia - продвижение и раскрутка сайтов,,set(),set(),,,https://moikrug.ru/companies/318701761
Star Media,,set(),set(),,,https://moikrug.ru/companies/318836887
HSBC Bank,,set(),set(),,,https://moikrug.ru/companies/319099169
Татэнерго,,set(),set(),,,https://moikrug.ru/companies/319112636
Сенсорика,,set(),set(),,,https://moikrug.ru/companies/319439751
Эдельвейс,,set(),set(),,,https://moikrug.ru/companies/319523437
ГАЗПРОМ геофизика,,set(),set(),,,https://moikrug.ru/companies/319643272
Архангельский государственный технический университет (АГТУ),,set(),set(),,,https://moikrug.ru/companies/319649114
ZuSoft,,set(),set(),,,https://moikrug.ru/companies/319730980
