title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
Cakelabs,cakelabs.ru,+7 812 389-21-60,info@cakelabs.ru,,,https://moikrug.ru/companies/17362859
IT Selection Agency,it-selection.biz,set(),set(),,,https://moikrug.ru/companies/it-selection
Кадровое агентство «ВИЗАВИ Консалт»,vizavi.ru,set(),"{'info@biprof.ru', 'info@vizavi.ru'}",,,https://moikrug.ru/companies/vizavi
WEBINAR,webinar.ru,+,m.goldobenkova@webinar.ru,webinar.ru,,https://moikrug.ru/companies/webinar-ru
Umka digital,umka.digital,set(),{'team@umka.digital'},,,https://moikrug.ru/companies/umka
Аппликатура,applicatura.com,+79255896502,kononov@applicatura.com,,,https://moikrug.ru/companies/applicatura
ФармХаб,pharmhub.ru,set(),{'mail@pharmhub.ru'},,,https://moikrug.ru/companies/pharmhub
Globus-ltd,globus-ltd.com,set(),{'contact@globus-ltd.com'},,,https://moikrug.ru/companies/globus-ltdcom
101XP,corp.101xp.com,,y.kovaleva@corp.101xp.com,,,https://moikrug.ru/companies/101xp
ISV,,set(),set(),,,https://moikrug.ru/companies/isv
OpenWeatherMap,openweathermap.org,,dev@openweathermap.org,groups,,https://moikrug.ru/companies/openweathermap
LiteBox,litebox.ru,+79084797761,n.filippova@litebox.ru,,,https://moikrug.ru/companies/litebox
LEOMAX Group,leomaxgroup.ru,set(),set(),,,https://moikrug.ru/companies/leomax
Крупная рекламная сеть,,set(),set(),,,https://moikrug.ru/companies/d1984b16-07a2-4a67-ba8a-214ede79cdec
Flyphant,flyphant.com/ru,+74959616936,hello@flyphant.com,flyphant,,https://moikrug.ru/companies/flyphant
Rendez-Vous,rendez-vous.ru,set(),"{'rc@rendez-vous.ru', 'infobox@rendez-vous.ru'}",,,https://moikrug.ru/companies/rendez
qBar,qbar.ru,set(),set(),,,https://moikrug.ru/companies/qbar
Девять линий,ninelines.agency,+79297962892,i.dobrovolskaya@9-lines.com,,,https://moikrug.ru/companies/9lines
Открытие Факторинг,openfactoring.ru/?from=openru,set(),set(),,,https://moikrug.ru/companies/openfactoring
IT-Staffed,,set(),set(),,,https://moikrug.ru/companies/it-staffed
Whoer.net,whoer.net,set(),set(),,,https://moikrug.ru/companies/whoernet
DataFork,dataf.org,,careers@dataf.org,dataf.org,,https://moikrug.ru/companies/datafork
Логомашина,logomachine.ru,set(),set(),,,https://moikrug.ru/companies/logomachine
Двигус,dvigus.ru,set(),{'welcome@dvigus.ru'},,,https://moikrug.ru/companies/dvigus
MST,mst.su,+78314191025,sa@mst.su,,,https://moikrug.ru/companies/mstrussia
