title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
ИТСМБ,,set(),set(),,,https://moikrug.ru/companies/502962016
AiLove,ailove.ru,8-495-258-74-88,hr@ailove.ru,,,https://moikrug.ru/companies/503003592
Межгорсвязьстрой,,set(),set(),,,https://moikrug.ru/companies/503628838
Toonbox,,set(),set(),,,https://moikrug.ru/companies/503952576
Втормет,,set(),set(),,,https://moikrug.ru/companies/504068467
Marlin Group,,set(),set(),,,https://moikrug.ru/companies/504764918
Рексофт,reksoft.com/ru,+7 812 325 21 00,hr@reksoft.ru,Reksoft.Global,reksoft,https://moikrug.ru/companies/reksoft
СДК-Новосибирск,,set(),set(),,,https://moikrug.ru/companies/505093549
Arta Software,,set(),set(),,,https://moikrug.ru/companies/505445815
Золотой колос,,set(),set(),,,https://moikrug.ru/companies/505827593
Фото-студия 58,,set(),set(),,,https://moikrug.ru/companies/506157060
Уральский завод Химического машиностроения (УралХиммаш),,set(),set(),,,https://moikrug.ru/companies/506242527
Росметаллопрокат,,set(),set(),,,https://moikrug.ru/companies/506307321
Автоспектр,,set(),set(),,,https://moikrug.ru/companies/506433493
NovaIdeas,,set(),set(),,,https://moikrug.ru/companies/506477612
Site-Mechanics,,set(),set(),,,https://moikrug.ru/companies/506565127
Laboratory of Business Solutions,,set(),set(),,,https://moikrug.ru/companies/506586221
Логосклад. Логотипы в векторе,logosklad.ru,+79038614413,news@logosklad.ru,,,https://moikrug.ru/companies/logosklad
Холдинг-78,,set(),set(),,,https://moikrug.ru/companies/507423067
Виктория Консалт,,set(),set(),,,https://moikrug.ru/companies/507472155
ROCKWOOL RUSSIA,,set(),set(),,,https://moikrug.ru/companies/507773739
УралАвтоОптТорг,,set(),set(),,,https://moikrug.ru/companies/507969333
Каменск-Уральский завод по обработке цветных металлов (КУЗОЦМ),,set(),set(),,,https://moikrug.ru/companies/508099829
Кадровое Бюро ОХОТА,,set(),set(),,,https://moikrug.ru/companies/508321143
Питомник немецких догов Di Stella Ardens,,set(),set(),,,https://moikrug.ru/companies/508536767
