title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
Интеллект Телеком,,set(),set(),,,https://moikrug.ru/companies/348219320
Кардинал,,set(),set(),,,https://moikrug.ru/companies/348441392
Ростовоблгаз,,set(),set(),,,https://moikrug.ru/companies/348801396
"Фирма ""1С""",1c.ru,set(),set(),,,https://moikrug.ru/companies/1c
Креативная команда ePro Team,,set(),set(),,,https://moikrug.ru/companies/349175438
Антанта Капитал,,set(),set(),,,https://moikrug.ru/companies/349478158
Запорожский железорудный комбинат (ЗЖРК),,set(),set(),,,https://moikrug.ru/companies/349532519
ПАТЕНТУС,htp://patentus.ru,8 800 100 82 47,info@patentus.ru,,,https://moikrug.ru/companies/patentus
Рекламное агентство Galaxy,,set(),set(),,,https://moikrug.ru/companies/349703722
Тюменский проектный и научно-исследовательский институт нефтяной и газовой промышленности (Гипротюменнефтегаз),,set(),set(),,,https://moikrug.ru/companies/349734144
Moody International,,set(),set(),,,https://moikrug.ru/companies/349875566
"Группа компаний ""Вертикаль""",,set(),set(),,,https://moikrug.ru/companies/350374527
Керамин,,set(),set(),,,https://moikrug.ru/companies/350462915
Essential Commerce,,set(),set(),,,https://moikrug.ru/companies/350900991
ARMI,,set(),set(),,,https://moikrug.ru/companies/351378706
Лаура,,set(),set(),,,https://moikrug.ru/companies/351531243
СибАкадемСтрой,,set(),set(),,,https://moikrug.ru/companies/351721184
Ballisticka,,set(),set(),,,https://moikrug.ru/companies/352151179
Лэйкхаус,,set(),set(),,,https://moikrug.ru/companies/352542328
РИЦ (Региональный информационный центр 1С),,set(),set(),,,https://moikrug.ru/companies/353025620
Мосавтостекло,,set(),set(),,,https://moikrug.ru/companies/353186920
Twinslash,,set(),set(),,,https://moikrug.ru/companies/353215561
НТС-Лидер,,set(),set(),,,https://moikrug.ru/companies/353219507
Институт Космических Исследований РАН,,set(),set(),,,https://moikrug.ru/companies/353284527
Агентство Контакт,,set(),set(),,,https://moikrug.ru/companies/353310816
