title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
Банк Китая (Элос),,set(),set(),,,https://moikrug.ru/companies/489638452
CIBER Novasoft,,set(),set(),,,https://moikrug.ru/companies/489737197
СК Пресс,,set(),set(),,,https://moikrug.ru/companies/489961621
Майер,mayer-team.ru,,welcome@mayer-team.ru,mayerteam,,https://moikrug.ru/companies/mayerteam
ИП ТИРСКАЯ Т.В.,,set(),set(),,,https://moikrug.ru/companies/490284792
Raytheon Technical Services Company,,set(),set(),,,https://moikrug.ru/companies/490390022
Вышивка,,set(),set(),,,https://moikrug.ru/companies/490472266
Гелиос резерв,,set(),set(),,,https://moikrug.ru/companies/490641304
Tequila \ Russia,,set(),set(),,,https://moikrug.ru/companies/490755868
Гомеопатическая медицина,,set(),set(),,,https://moikrug.ru/companies/490788987
Институт Экономики РАН (ИЭ РАН),,set(),set(),,,https://moikrug.ru/companies/490837087
ЭЛЕКТРОНПРИБОР,,set(),set(),,,https://moikrug.ru/companies/491025132
Институт философии РАН (ИФ РАН),,set(),set(),,,https://moikrug.ru/companies/491090152
КРУГЛЫЙ СТОЛ,,set(),set(),,,https://moikrug.ru/companies/491252477
Авто-Стратегия,oszz.ru,set(),"{'toyotabarnaul@gmail.com', 'ekb@oszz.ru', 'vorontsov1984@mail.ru', 'bryansk@oszz.ru', 'contrparts@rambler.ru', '9509109333@mail.ru', 'barulin89@gmail.com', 'adamantauto@mtu-net.ru', 'm-auto12@list.ru', 'kaluga@oszz.ru', 'inomarki2017@mail.ru', 'said@oszz.ru', 'office@oszz.ru', 'statussurgut@gmail.com', 'oszz-bogorodick@mail.ru', 'volga@oszz.ru', 'rostov@oszz.ru', 'butovo@oszz.ru', 'tula@oszz.ru', 'remizova@oszz.ru', 'prm@oszz.ru', 'Rating@Mail.ru', 'myshkin@oszz.ru'}",,,https://moikrug.ru/companies/491260786
ОСС,,set(),set(),,,https://moikrug.ru/companies/491508007
Агрокомплекс Весна,,set(),set(),,,https://moikrug.ru/companies/491653566
ЧЕЛЯБГИПРОМЕЗ,,set(),set(),,,https://moikrug.ru/companies/491688616
"Агентство по патентованию, депонированию, венчурной и инновационной деятельности",,set(),set(),,,https://moikrug.ru/companies/491703905
oz-on.ru,,set(),set(),,,https://moikrug.ru/companies/491972485
Велес-Гарант,,set(),set(),,,https://moikrug.ru/companies/492009359
Caspowa,,set(),set(),,,https://moikrug.ru/companies/492059092
Ай Ти Констракт,,set(),set(),,,https://moikrug.ru/companies/492104119
"Научно-исследовательская лаборатория ""Диагностика""",,set(),set(),,,https://moikrug.ru/companies/492247932
МОСТОР7,,set(),set(),,,https://moikrug.ru/companies/492308287
