title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
Travelmart,travelmart.ru,9035497652,armisc@travelmart.ru,,,https://moikrug.ru/companies/travelmart
One Inc. | Russia,oneinc.ru,+73833101379,job@onesystems.ru,,,https://moikrug.ru/companies/oneincrussia
ЕдЕм-ЕдИм,edem-edim.ru,set(),"{'ag@edem-edim.ru', 'b2b@edem-edim.ru'}",,,https://moikrug.ru/companies/360e20ba-8e89-48fb-8cb3-712328f3928b
Giveback,giveback.ru,set(),{'welcome@giveback.ru'},,,https://moikrug.ru/companies/giveback
UCS original software,ucs.ru,set(),"{'e.negorodova@ucs.ru', 'cts@ucs.ru', 'partners@ucs.ru', 'dogovor141@ucs.ru', 'marketing@ucs.ru', 'ucs@ucs.ru', 'dogovor145@ucs.ru', 'o.evdokimova@ucs.ru'}",,,https://moikrug.ru/companies/ucs
BRANDEXPERT Остров Свободы,os-design.ru,+7 (495) 961-25-86,mikhail@os-design.ru,,,https://moikrug.ru/companies/osdesign
Платформа LP,platformalp.ru,set(),"{'support@cloudpayments.ru', 'Rating@Mail.ru', 'info@platformalp.ru', 'pr@platformalp.ru'}",,,https://moikrug.ru/companies/platformalp
TopInt,,set(),set(),,,https://moikrug.ru/companies/topint
ADP agency,,set(),set(),,,https://moikrug.ru/companies/adpagency
FUTUROOM,vmeste-region.ru,set(),{'info@vmeste-region.ru'},,,https://moikrug.ru/companies/futuroom
"ОАО ""Новосибирскэнергосбыт""",новосибирскэнергосбыт.рф,set(),{'info@nskes.ru'},,,https://moikrug.ru/companies/nvsb
Boost Tech LLC,,set(),set(),,,https://moikrug.ru/companies/boost-tech
CORE,core.company,+7 (812) 900-27-58,info@core.company,,,https://moikrug.ru/companies/core
Navigine,navigine.com,+7 916 317 4663,info@navigine.com,,,https://moikrug.ru/companies/navigine
Клевертек,clevertec.ru,,dm@clevertec.ru,,,https://moikrug.ru/companies/clevertec-ru
SI-Security,,89650595409,antonyhr@si-security.ru,,,https://moikrug.ru/companies/si-security
SoftAge,softagellc.com,set(),"{'US@softage.ru', 'contact@softagellc.com', 'contact@softage.ru', 'm.hughes@softagellc.com'}",,,https://moikrug.ru/companies/softage
Unihotel systems,unihotel.org,+79645689762,mail.asobolev@yandex.ru,,,https://moikrug.ru/companies/unihotel-org
GdeMaterial,gdematerial.ru,,hr@gdematerial.ru,,,https://moikrug.ru/companies/gdematerial-ru
Rusbase,,set(),set(),,,https://moikrug.ru/companies/4a938f8a-b32f-4344-9a47-24adae55bf18
HR_Kaliningrad,,set(),set(),HR-,,https://moikrug.ru/companies/hr
GANDIVA,gandiva.ru,9202599231,i.veselova@agatgroup.com,,,https://moikrug.ru/companies/905679373
Magnezio,,set(),set(),,,https://moikrug.ru/companies/magnezio
NextGIS,nextgis.сщь,set(),set(),,,https://moikrug.ru/companies/nextgis
Denero,denero.ru,812 600-30-50,job@denero.ru,,,https://moikrug.ru/companies/denero
