title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
"ИП Зинатуллин Р.А ""ВСЕМСТРОЙ""",,set(),set(),,,https://moikrug.ru/companies/207753574
Альфа-Капитал,,set(),set(),,,https://moikrug.ru/companies/207998254
Бизнес-Лаборатория Кадрофф,,set(),set(),,,https://moikrug.ru/companies/kadroff-lab
Русская Ювелирная Сеть,,set(),set(),,,https://moikrug.ru/companies/208341757
Авантаж Аудит,,set(),set(),,,https://moikrug.ru/companies/208455865
ЭСАБ,,set(),set(),,,https://moikrug.ru/companies/208461707
А-1 Интернет Эксперт,,set(),set(),,,https://moikrug.ru/companies/208464326
Государственная морская аварийная и спасательно-координационная служба Российской Федерации (Госморспасслужба России),,set(),set(),,,https://moikrug.ru/companies/208699485
"Readdle, Inc.",readdle.com,+380634355486,careers@readdle.com,myreaddle,,https://moikrug.ru/companies/208825696
YOGA Travel,,set(),set(),,,https://moikrug.ru/companies/209029634
Российская открытая академия транспорта Московского государственного университета путей сообщения (РОАТ МГУПС),,set(),set(),,,https://moikrug.ru/companies/209570360
Медицинский консультативный центр НГМУ,,set(),set(),,,https://moikrug.ru/companies/209764247
Иркутский государственный университет (ИрГУ),,set(),set(),,,https://moikrug.ru/companies/210390327
Газтелеком,,set(),set(),,,https://moikrug.ru/companies/210880638
Интеллектуальный Партнер,,set(),set(),,,https://moikrug.ru/companies/210947708
CPM Ltd,,set(),set(),,,https://moikrug.ru/companies/211004534
Avaya,,set(),set(),,,https://moikrug.ru/companies/211162913
МАК Вымпел,,set(),set(),,,https://moikrug.ru/companies/211614113
ЭкстраСтат,,set(),set(),,,https://moikrug.ru/companies/211714452
ТД БАШКРАНСНАБ,,set(),set(),,,https://moikrug.ru/companies/211986370
"ПАО ""Нижнекамскнефтехим""",,set(),set(),,,https://moikrug.ru/companies/nknh
Subscribe.ru,,set(),set(),,,https://moikrug.ru/companies/212424103
Аттестационный центр - безопасность труда,,set(),set(),,,https://moikrug.ru/companies/212536923
Johnson & Johnson,,set(),set(),,,https://moikrug.ru/companies/212961795
ЛЭПстрой,,set(),set(),,,https://moikrug.ru/companies/213044039
