title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
ЗАО НПЦ ИРС,,set(),set(),,,https://moikrug.ru/companies/513168452
Группа Квеста,,set(),set(),,,https://moikrug.ru/companies/513951089
Кондитерская фабрика Спартак,,set(),set(),,,https://moikrug.ru/companies/513982651
Информационные системы ВС,,set(),set(),,,https://moikrug.ru/companies/513996044
Институт теоретической и прикладной механики им. С.А. Христиановича (ИТПМ СО РАН),,set(),set(),,,https://moikrug.ru/companies/514146872
Штаты.Ру,shtaty.ru,+7 915 033 39 54,k2@shtaty.ru,,,https://moikrug.ru/companies/httpwwwshtatyru
Ласковый Бриз,,set(),set(),,,https://moikrug.ru/companies/514651675
Колос,,set(),set(),,,https://moikrug.ru/companies/515142744
АПОСТОЛ,,set(),set(),,,https://moikrug.ru/companies/apostol
Далион,,set(),set(),,,https://moikrug.ru/companies/515480974
Московский театр музыки и драмы Стаса Намина,,set(),set(),,,https://moikrug.ru/companies/515523195
The Head,thehead.ru,set(),{'think@thehead.ru'},,,https://moikrug.ru/companies/515732371
"Агентство охраны ""26 РЕГИОН""",,set(),set(),,,https://moikrug.ru/companies/515741323
Академия права и управления ФСИН России,,set(),set(),,,https://moikrug.ru/companies/515848716
СКГ Сервис,,set(),set(),,,https://moikrug.ru/companies/516047876
Инфинитум,,set(),set(),,,https://moikrug.ru/companies/516189298
СЭЗ-Сервис,,set(),set(),,,https://moikrug.ru/companies/516264638
Боско,,set(),set(),,,https://moikrug.ru/companies/516315090
Максвелл Эссет Менеджмент,,set(),set(),,,https://moikrug.ru/companies/516634769
Полтавский национальный технический университет им. Кондратюка,,set(),set(),,,https://moikrug.ru/companies/516775053
Гедокорп,,set(),set(),,,https://moikrug.ru/companies/517115826
Институт Химической Кинетики и Горения СО РАН (ИХКГ СО РАН),,set(),set(),,,https://moikrug.ru/companies/517268285
Нидан-СПб,,set(),set(),,,https://moikrug.ru/companies/517435694
Wimix LLC,,set(),set(),,,https://moikrug.ru/companies/517918039
Ванкорнефть,,set(),set(),,,https://moikrug.ru/companies/518218559
