title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
Банк ЦентрКредит,,set(),set(),,,https://moikrug.ru/companies/363187596
Техоснастка,,set(),set(),,,https://moikrug.ru/companies/363498512
StaffLine,,set(),set(),,,https://moikrug.ru/companies/363662733
Ideco,ideco.ru,8 800 555 33 40,a.chukavina@ideco.ru,,,https://moikrug.ru/companies/363901762
АйПромо,,set(),set(),,,https://moikrug.ru/companies/364196253
"ОАО ""ОрскИнтерСвязь""",,set(),set(),,,https://moikrug.ru/companies/364242344
B2B Research,,set(),set(),,,https://moikrug.ru/companies/364376899
Группа изданий Проспект,,set(),set(),,,https://moikrug.ru/companies/364497307
Планета Питер,,set(),set(),,,https://moikrug.ru/companies/364512935
ОП Комплекс-Сервис Безопасность,,set(),set(),,,https://moikrug.ru/companies/365111968
ФРА-М,,set(),set(),,,https://moikrug.ru/companies/365973398
Государственная академия славянской культуры (ГАСК),,set(),set(),,,https://moikrug.ru/companies/366248237
Всероссийский научно-исследовательский институт автоматизации управления в непромышленной сфере им. В.В. Соломатина (ВНИИНС),,set(),set(),,,https://moikrug.ru/companies/366268684
CHASTNI,,set(),set(),,,https://moikrug.ru/companies/366334427
Party.Com.Ua,,set(),set(),,,https://moikrug.ru/companies/366450887
Eurolife Ukraine,,set(),set(),,,https://moikrug.ru/companies/366968245
Wilson Learning Worlwide - Russia,,set(),set(),,,https://moikrug.ru/companies/367007395
Ивановский Областной Банк,,set(),set(),,,https://moikrug.ru/companies/367175712
Волховец,,set(),set(),,,https://moikrug.ru/companies/367256362
Soft-Tronik,,set(),set(),,,https://moikrug.ru/companies/367411253
Banket,,set(),set(),,,https://moikrug.ru/companies/367531544
Монтаж Спец Строй,,set(),set(),,,https://moikrug.ru/companies/367961765
Государственный центральный музей музыкальной культуры имени М.И. Глинки (ГЦММК),,set(),set(),,,https://moikrug.ru/companies/368183268
Алютех,,set(),set(),,,https://moikrug.ru/companies/368266839
Тульский государственный университет (ТулГУ),,set(),set(),,,https://moikrug.ru/companies/368511710
