title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
Турум-бурум,turumburum.com,set(),"{'hello@turumburum.com', 'username@example.com'}",,,https://moikrug.ru/companies/turum-burum
Страховая Компания Коммеск-Өмір,,set(),set(),,,https://moikrug.ru/companies/518396210
Подземтрансмаш,,set(),set(),,,https://moikrug.ru/companies/518602387
Watson-Marlow Pumps Group,,set(),set(),,,https://moikrug.ru/companies/518780796
Falcon Advisers (Investment Banking),,set(),set(),,,https://moikrug.ru/companies/518973050
КАПЕРАНГ,,set(),set(),,,https://moikrug.ru/companies/518993953
КД авиа,,set(),set(),,,https://moikrug.ru/companies/519085262
A.S.B.design,,set(),set(),,,https://moikrug.ru/companies/519676064
Национальный медицинский университет им. академика А.А. Богомольца,,set(),set(),,,https://moikrug.ru/companies/519795977
Оберон,,set(),set(),,,https://moikrug.ru/companies/519951965
Институт органической и физической химии им. А.Е. Арбузова КазНЦ РАН ( ИОФХ),,set(),set(),,,https://moikrug.ru/companies/519954886
РемКом,,set(),set(),,,https://moikrug.ru/companies/520060461
Кирово-Чепецкий химический комбинат имени Б.П. Константинова,,set(),set(),,,https://moikrug.ru/companies/520072940
Спецтрансмонолит,,set(),set(),,,https://moikrug.ru/companies/520343531
Johnson Controls,,set(),set(),,,https://moikrug.ru/companies/520355215
Байкал Конструкция,,set(),set(),,,https://moikrug.ru/companies/520511661
Оздоровительно-диагностический центр,,set(),set(),,,https://moikrug.ru/companies/520530514
Русская страховая компания,,set(),set(),,,https://moikrug.ru/companies/521098022
ТАЙНЫ ЛЕКАРСТВЕННЫХ ТРАВ,,set(),set(),,,https://moikrug.ru/companies/521155115
Нево-Табак,,set(),set(),,,https://moikrug.ru/companies/521691213
Московский завод тепловой автоматики (МЗТА),,set(),set(),,,https://moikrug.ru/companies/521809267
ПП Континиум,,set(),set(),,,https://moikrug.ru/companies/522196016
Ак Барс Торг,,set(),set(),,,https://moikrug.ru/companies/522626882
Роза ветров,,set(),set(),,,https://moikrug.ru/companies/522635645
Ukrainian HI-TECH Initiative,,set(),set(),,,https://moikrug.ru/companies/522802787
