title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
LOVI.TV,,set(),set(),,,https://moikrug.ru/companies/231688757
Союзспецодежда,,set(),set(),,,https://moikrug.ru/companies/231940986
Камский кабель,,set(),set(),,,https://moikrug.ru/companies/232456448
А-ист,,set(),set(),,,https://moikrug.ru/companies/232639220
Адвокат Дёшин В.А.,,set(),set(),,,https://moikrug.ru/companies/232653447
ШТРИХ-М,,set(),set(),,,https://moikrug.ru/companies/232824646
Happy Land,,set(),set(),,,https://moikrug.ru/companies/232915653
PepsiCo,,set(),set(),,,https://moikrug.ru/companies/233014285
Русское Авиационное Общество,,set(),set(),,,https://moikrug.ru/companies/233087043
Lord Shiva temple in Moscow,,set(),set(),,,https://moikrug.ru/companies/233325049
Арзамасский машиностроительный завод,,set(),set(),,,https://moikrug.ru/companies/233476257
Смоленская АЭС,,set(),set(),,,https://moikrug.ru/companies/233593742
Double S Electronics,,set(),set(),,,https://moikrug.ru/companies/233626898
Royal Bank of Scotland,,set(),set(),,,https://moikrug.ru/companies/233640478
Аллока,,set(),set(),,,https://moikrug.ru/companies/233641807
Веер,,set(),set(),,,https://moikrug.ru/companies/233685318
Минудобрения,,set(),set(),,,https://moikrug.ru/companies/233752690
SUN Innovations,proprinter.org,set(),"{'office@sunrussia.com', '3aservice@sunrussia.com', 'service@sunrussia.com'}",,,https://moikrug.ru/companies/sun-innovations
ASPone,aspone.co.uk,+74956376828,alexander.nazarov@aspone.co.uk,,,https://moikrug.ru/companies/aspone
Ленинградская Атомная Станция,,set(),set(),,,https://moikrug.ru/companies/234558621
Documentum Services Russia,,set(),set(),,,https://moikrug.ru/companies/235025564
ИМАГ,,set(),set(),,,https://moikrug.ru/companies/235296155
АВИКОС,,set(),set(),,,https://moikrug.ru/companies/235336480
Уральский Джи Эс Эм,,set(),set(),,,https://moikrug.ru/companies/235730967
Инжиниринг Персонал,,set(),set(),,,https://moikrug.ru/companies/235959982
