title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
CORUND 798,,set(),set(),,,https://moikrug.ru/companies/193025882
CONDE NAST,,set(),set(),,,https://moikrug.ru/companies/193620817
Агама,,set(),set(),,,https://moikrug.ru/companies/193735950
Атлант,,set(),set(),,,https://moikrug.ru/companies/194326220
New Dimension,,set(),set(),,,https://moikrug.ru/companies/194594915
Желтые Страницы,,set(),set(),,,https://moikrug.ru/companies/194919411
Adwizard Interactive,adwz.ru,set(),"{'welcome@adwz.ru', 'hr@adwz.ru'}",,,https://moikrug.ru/companies/adwz
МАСШТАБ,,set(),set(),,,https://moikrug.ru/companies/195412152
МНПХ «Созвездие»,,set(),set(),,,https://moikrug.ru/companies/195846356
ЭЛАРА,,set(),set(),,,https://moikrug.ru/companies/195863843
Рязанская нефтеперерабатывающая компания (РНПК),,set(),set(),,,https://moikrug.ru/companies/196180032
"ООО ""Дианэт""",,set(),set(),,,https://moikrug.ru/companies/196526078
Современная Гуманитарная Академия,,set(),set(),,,https://moikrug.ru/companies/196531842
Викки-Никки,,set(),set(),,,https://moikrug.ru/companies/196575735
Редакция газеты Кокшеньга,,set(),set(),,,https://moikrug.ru/companies/196639997
СИАБ,,set(),set(),,,https://moikrug.ru/companies/196822311
РУТА-Урал,,set(),set(),,,https://moikrug.ru/companies/197285764
Все Для Вас Волгоград,,set(),set(),,,https://moikrug.ru/companies/197507723
SEBEER,,set(),set(),,,https://moikrug.ru/companies/197580900
Сайтов.Net,,set(),set(),,,https://moikrug.ru/companies/197654342
ИнтелФарм,,set(),set(),,,https://moikrug.ru/companies/197660373
НТУ ХПИ,,set(),set(),,,https://moikrug.ru/companies/197721145
Black&Veatch,,set(),set(),,,https://moikrug.ru/companies/197729908
Веллтекс,,set(),set(),,,https://moikrug.ru/companies/198357582
Российская Государственная Цирковая Компания,,set(),set(),,,https://moikrug.ru/companies/198431821
