title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
Lord Shiva temple in Moscow,,set(),set(),,,https://moikrug.ru/companies/233325049
Арзамасский машиностроительный завод,,set(),set(),,,https://moikrug.ru/companies/233476257
Смоленская АЭС,,set(),set(),,,https://moikrug.ru/companies/233593742
Double S Electronics,,set(),set(),,,https://moikrug.ru/companies/233626898
Royal Bank of Scotland,,set(),set(),,,https://moikrug.ru/companies/233640478
Аллока,,set(),set(),,,https://moikrug.ru/companies/233641807
Веер,,set(),set(),,,https://moikrug.ru/companies/233685318
Минудобрения,,set(),set(),,,https://moikrug.ru/companies/233752690
SUN Innovations,proprinter.org,set(),"{'office@sunrussia.com', '3aservice@sunrussia.com', 'service@sunrussia.com'}",,,https://moikrug.ru/companies/sun-innovations
ASPone,aspone.co.uk,+74956376828,alexander.nazarov@aspone.co.uk,,,https://moikrug.ru/companies/aspone
Ленинградская Атомная Станция,,set(),set(),,,https://moikrug.ru/companies/234558621
Documentum Services Russia,,set(),set(),,,https://moikrug.ru/companies/235025564
ИМАГ,,set(),set(),,,https://moikrug.ru/companies/235296155
АВИКОС,,set(),set(),,,https://moikrug.ru/companies/235336480
Уральский Джи Эс Эм,,set(),set(),,,https://moikrug.ru/companies/235730967
Инжиниринг Персонал,,set(),set(),,,https://moikrug.ru/companies/235959982
ИТ-Центр-Ярославль,,set(),set(),,,https://moikrug.ru/companies/236125454
Многопрофильная клиника NEO-MED,,set(),set(),,,https://moikrug.ru/companies/236125910
infox.ru,,set(),set(),,,https://moikrug.ru/companies/236407729
Information Systems Development (ISD),,set(),set(),,,https://moikrug.ru/companies/236684162
Моджо,,set(),set(),,,https://moikrug.ru/companies/237270184
Pavlovsky Roman Consulting Group,,set(),set(),,,https://moikrug.ru/companies/237333195
Фаворит Консалтинг Менеджмент,,set(),set(),,,https://moikrug.ru/companies/237458533
Престиж Керамика,,set(),set(),,,https://moikrug.ru/companies/237459556
ВИВАСАН,,set(),set(),,,https://moikrug.ru/companies/237513348
