title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
Oracle,,set(),set(),,,https://moikrug.ru/companies/205115870
Тулаоблгаз,,set(),set(),,,https://moikrug.ru/companies/205198872
Максима-Х,,set(),set(),,,https://moikrug.ru/companies/205253233
АВК,,set(),set(),,,https://moikrug.ru/companies/205470032
GorbunoffStudio,,set(),set(),,,https://moikrug.ru/companies/205856212
Вебдока,,set(),set(),,,https://moikrug.ru/companies/206087996
Алекс-Сервис,,set(),set(),,,https://moikrug.ru/companies/206095241
Элиас ВЦ,,set(),set(),,,https://moikrug.ru/companies/206486351
Clientbridge,,set(),set(),,,https://moikrug.ru/companies/206510175
Bellwood Systems,,set(),set(),,,https://moikrug.ru/companies/206777389
Саратовский Государственный Университет им. Н.Г. Чернышевского,,set(),set(),,,https://moikrug.ru/companies/207001813
Мосфлоулайн,,set(),set(),,,https://moikrug.ru/companies/207070210
Тюменский государственный нефтегазовый университет,,set(),set(),,,https://moikrug.ru/companies/207237921
Квадриум,,set(),set(),,,https://moikrug.ru/companies/207284088
TOP10Studio,,set(),set(),,,https://moikrug.ru/companies/207328815
Модельная студия Ренессанс,,set(),set(),,,https://moikrug.ru/companies/207745456
"ИП Зинатуллин Р.А ""ВСЕМСТРОЙ""",,set(),set(),,,https://moikrug.ru/companies/207753574
Альфа-Капитал,,set(),set(),,,https://moikrug.ru/companies/207998254
Бизнес-Лаборатория Кадрофф,,set(),set(),,,https://moikrug.ru/companies/kadroff-lab
Русская Ювелирная Сеть,,set(),set(),,,https://moikrug.ru/companies/208341757
Авантаж Аудит,,set(),set(),,,https://moikrug.ru/companies/208455865
ЭСАБ,,set(),set(),,,https://moikrug.ru/companies/208461707
А-1 Интернет Эксперт,,set(),set(),,,https://moikrug.ru/companies/208464326
Государственная морская аварийная и спасательно-координационная служба Российской Федерации (Госморспасслужба России),,set(),set(),,,https://moikrug.ru/companies/208699485
"Readdle, Inc.",readdle.com,+380634355486,careers@readdle.com,myreaddle,,https://moikrug.ru/companies/208825696
