title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
iDesigning,idesigning.ru,,writeme@idesigning.ru,idesigning,,https://moikrug.ru/companies/idesigning
StrataTech,stratatech.ru,set(),set(),,,https://moikrug.ru/companies/stratatech
Tactise,tactise.com,set(),{'info@tactise.com'},,,https://moikrug.ru/companies/tactise
Ivinco,ivinco.com,set(),{'contact@ivinco.com'},,,https://moikrug.ru/companies/ivinco
Telejet,yollacalls.com,,contact@telejet-soft.com,,,https://moikrug.ru/companies/telejet
razlozhi.ru,razlozhi.ru,,kolyaj@yandex.ru,,,https://moikrug.ru/companies/razlozhi
Smile-Expo,smileexpo.ru,set(),"{'client@smile-expo.com', 'client@smileexpo.eu', 'e.galaktionova@smileexpo.ru', 'client@smileexpo.com.ua'}",,,https://moikrug.ru/companies/smileexpo
"Корона Авто, ООО",korona-auto.com,(960) 260 60 50,tatyana.malyuk@korona-auto.com,,,https://moikrug.ru/companies/korona-auto
Корнерстоун,csokna.ru,89104010911,belousova.a@csokna.ru,,,https://moikrug.ru/companies/korner
App-Smart,app-smart.com,set(),{'info@app-smart.de'},,,https://moikrug.ru/companies/app
"ГК ""Юнит""",unitgroup.ru,set(),{'office@unitgroup.ru'},,,https://moikrug.ru/companies/unit
Vsemayki.ru,vsemayki.ru,233-43-44,i.selchukova@vsemayki.ru,,,https://moikrug.ru/companies/vsemaykiru
Glavbook.com,,set(),set(),,,https://moikrug.ru/companies/7f1d8e06-2706-4920-bedb-32f79161c31b
"""АТС""",atsaero.ru,+79067346634,alesya.samoylova@gmail.com,,,https://moikrug.ru/companies/ats
Ютека,uteka.ru,,info@uteka.ru,,,https://moikrug.ru/companies/uteka
Magenable,magenable.com.au,set(),set(),,,https://moikrug.ru/companies/magenable
B2Future,,set(),set(),,,https://moikrug.ru/companies/b2f
АйТиЭм Холдинг,job.itmh.ru,set(),{'personal@itmh.ru'},,,https://moikrug.ru/companies/itm
STORIQA LTD,crowdsale.storiqa.com,set(),set(),,,https://moikrug.ru/companies/stq
Первый ЦУПИС,1cupis.ru,+7-(967)-344-44-26,a.timofeeva@mcplat.ru,,,https://moikrug.ru/companies/mcplat
Кавычки,kavichki.com,set(),set(),,,https://moikrug.ru/companies/kavichki
"ООО ""Атом Безопасность""",staffcop.ru,89232210629,oras@staffcop.ru,StaffCopRUS,,https://moikrug.ru/companies/staffcop
Aerostate,aerostate.io,set(),set(),,,https://moikrug.ru/companies/aerostate
EXERICA,exerica.com,set(),set(),,,https://moikrug.ru/companies/exerica
WWHW,,+79214139997,e.evnukov@wwhw.org,,,https://moikrug.ru/companies/wwhw
