title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
Social Systems,,,job@socialsys.co,,,https://moikrug.ru/companies/social-systems
MageAssist,mageassist.ru,,admin@mageassist.ru,,,https://moikrug.ru/companies/mageassist
ИНСИТУ,insitu.by,+7 (863) 2098646,info@insitu.by,insitu.by,,https://moikrug.ru/companies/2abc49ab-f790-49e8-89de-29858a1f42fc
ГК Апрель,apteka-sklad.com,8-928-883-01-88,evstropova_me@apteka-aprel.ru,,,https://moikrug.ru/companies/apteki-april
BestDoctor,bestdoctor.ru,,polina@bestdoctor.ru,,,https://moikrug.ru/companies/bestdoctor
"ООО ""Амидиз Групп""",amidiz.com,set(),set(),,,https://moikrug.ru/companies/amidiz-group
Boris.Guru,,set(),set(),,,https://moikrug.ru/companies/borisguru
City Business Shool,e-mba.ru,set(),set(),,,https://moikrug.ru/companies/e-mba
"""Четыре Лапы""",4lapy.ru,set(),set(),,,https://moikrug.ru/companies/4lapy
РАНХиГС,ranepa.ru,+79151100907,aburdenko@gmail.com,,,https://moikrug.ru/companies/ranepa
NetNucleus,nn-rus.com,+79113598070,y.kaposhin@nn-rus.com,,,https://moikrug.ru/companies/nn-rus
Webim.Ru,webim.ru,set(),"{'support@webim.ru', 'a@webim.ru', 'password@www.company.com', 'sales@webim.ru', 'adm@domain.com', 'o@webim.ru', 'contact@webim.ru', 'p@webim.ru', 'v@webim.ru'}",,,https://moikrug.ru/companies/webimru
STANOK AG,stanok.ru,set(),{'support@stanok.ru'},,,https://moikrug.ru/companies/stanok
FunPay,FunPay.ru,set(),{'a@funpay.ru'},,,https://moikrug.ru/companies/funpay
Севергрупп Медицина,severgroup.ru,+7 916 172 6 170,gvs@severgroup.ru,,,https://moikrug.ru/companies/severgroup-medic
Студворк,,set(),set(),,,https://moikrug.ru/companies/studworkorg
Lumiprobe,lumiprobe.com,,t89021291197@gmail.com,,,https://moikrug.ru/companies/lumiprobe
Opex Analytics,opexanalytics.com,+7 909 420 25 58,darya.akimova@opexanalytics.com,opexanalytics,,https://moikrug.ru/companies/opexanalytics
Dropwow PTE. LTD.,market.dropwow.com,,nbalandin@dropwow.com,,,https://moikrug.ru/companies/9f152c98-6a37-4222-99bf-cbe06786f2be
Arcanite LLC,arcanite.ru,set(),{'hello@arcanite.ru'},,,https://moikrug.ru/companies/arcanite
EME,eme-wms.ru,set(),"{'Rating@Mail.ru', 'wms@eme.ru'}",EMEWMS,,https://moikrug.ru/companies/eme
Big Data Technologies,,set(),set(),,,https://moikrug.ru/companies/bdtech
Riotech Services LP,riobet.com,set(),set(),,,https://moikrug.ru/companies/riobet
Digital-агентство Xpage,xpage.ru/hr,set(),set(),,,https://moikrug.ru/companies/6b9b3554-f596-4580-9caf-9cebbc710872
Creative Mind Bureau,c-mind.com,+7 (812) 407-20-82,web@c-mind.com,,,https://moikrug.ru/companies/cmb
