title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
Workle,workle.ru,set(),set(),,,https://moikrug.ru/companies/workle
VPN99,vpn99.net,,pk@vpn99.net,,,https://moikrug.ru/companies/vpn99
Alt.Estate,alt.estate,set(),{'ask@alt.estate'},,,https://moikrug.ru/companies/alt-estate
Castor Digital,castor-digital.com,set(),{'info@castor-digital.com'},,,https://moikrug.ru/companies/castor-digital
Devprom Software,devprom.ru,set(),"{'info@devprom.ru', 'mail@domen.com'}",,,https://moikrug.ru/companies/devprom-alm
Мосрегистратор,xn--80affnrmeldcdenc.xn--p1ai,8-930-359-06-29,es@mos-registrator.com,,,https://moikrug.ru/companies/8f52067c-dd6e-4aa8-851c-500d0e68a6b4
Salesbeat,salesbeat.pro,set(),{'hi@salesbeat.pro'},,,https://moikrug.ru/companies/salesbeat
Русский проект,rp.ru,set(),"{'perm@rp.ru', 'astana@rproject.kz', 'vladikavkaz@rp.ru', 'khabarovsk@rp.ru', 'servicecas@rp.ru', 'mail@don.rp.ru', 'almaty@rproject.kz', 'tula@rp.ru', 'yaroslavl@yar.rp.ru', 'krasnov@rp.ru', 'vladivostok@rp.ru', 'samara@rp.ru', 'info@gr.rp.ru', 'marketing@rp.ru', 'service@rp.ru', 'sochi@rp.ru', 'hotel@rp.ru', 'study@rp.ru', 'novosibirsk@rp.ru', 'kiseleva@yar.rp.ru', 'Khabarovsk@rp.ru', 'chelyabinsk@rp.ru'}",,,https://moikrug.ru/companies/rpru
ULIGHT,ulight.ru,set(),"{'Rating@Mail.ru', 'sale@ulight.ru'}",,,https://moikrug.ru/companies/ulight
HATERS web-студия,haters.studio,set(),"{'HELLO@HATERS.STUDIO', 'hello@haters.studio'}",,,https://moikrug.ru/companies/haters
Dr. Windel & Partner,dr-windel.de,set(),"{'dr-andreas-windel-gross-300x200@2x.jpg', 'dr-andreas-windel-gross-1024x683@2x.jpg'}",,,https://moikrug.ru/companies/dr-windel
gaming,,set(),set(),,,https://moikrug.ru/companies/b8ef1f34-c960-462c-912e-5b045e574e31
Центр управления недвижимостью,,set(),set(),,,https://moikrug.ru/companies/remc
AST IT (Advanced System Technologies),acti.ru,set(),"{'01@acti.ru', 'hello@acti.ru'}",,,https://moikrug.ru/companies/ast
Wakeapp,wakeapp.ru,+7 (499) 110-07-35,contact@wakeapp.ru,wakeappinc,,https://moikrug.ru/companies/wakeapp
Phenom,Phenom.team,+7 (962) 915-58-62,телеграм: @puhoshville,,,https://moikrug.ru/companies/phenom
ShipShop,,set(),set(),,,https://moikrug.ru/companies/8bcefd28-44d5-4907-ad06-6769a38291d6
Return on Intelligence,returnonintelligence.ru,,roijobs@returnonintelligence.com,,,https://moikrug.ru/companies/returnonintelligence
BuildSafe Tech,buildsafe.se/en,,vladimir@buildsafe.se,buildsafeapp,,https://moikrug.ru/companies/buildsafe
Nir-vanna.ru,nir-vanna.ru,+7 (351) 750-58-10,ceo@nir-vanna.ru,,,https://moikrug.ru/companies/nir-vanna
"АО ""Авеево""",aveevo.com,8 800 511-51-52,world@aveevo.com,,,https://moikrug.ru/companies/aoaveevo
AXES Pro,axes.pro,+7 (926) 095-37-53,e.pashkova@axes.rpo,axespro,,https://moikrug.ru/companies/axespro
Roonyx,roonyx.tech,set(),"{'go@roonyx.tech', 'olga@roonyx.tech'}",,,https://moikrug.ru/companies/roonyx
СтарТур,startour.ru,set(),"{'a.bit@startour.ru', 'a.syrovatkin@startour.ru', 'travel@startour.ru', 'm.novikova@startour.ru'}",,,https://moikrug.ru/companies/startour
ИП Шпак Виктория Сергеевна,,+79298154140,recrut-agent@yandex.ru,,,https://moikrug.ru/companies/e8db9fe3-b4fe-4d24-ba55-f4836917752a
