title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
Международные денежные переводы ЛИДЕР,leadermt.ru,set(),set(),,,https://moikrug.ru/companies/leadermt
KANZLER,,set(),set(),,,https://moikrug.ru/companies/263990828
S-Terra CSP,,set(),set(),,,https://moikrug.ru/companies/264032632
БЕРГ Холдинг,berg.ru,set(),"{'I.Vinogradov@berg.ru', 'I.Dushevskii@berg.ru', 'L.Ledovskaia@berg.ru', 'Y.Rozhkova@berg.ru', 'event@berg.ru', 'O.Babenko@berg.ru', 'berg@berg.ru', 'A.Shabanov@irk.berg.ru', 'webdev@berg.ru', 'E.Makarenko@berg.ru', 'M.Mulin@berg.ru', 'M.Gnetneva@berg.ru', 'Ivanov@gmail.com', 'new-supplier@berg.ru'}",,,https://moikrug.ru/companies/berg
Северная КОМПАНИЯ,,set(),set(),,,https://moikrug.ru/companies/264156830
ClubStars,,set(),set(),,,https://moikrug.ru/companies/264497868
X-Promo,,set(),set(),,,https://moikrug.ru/companies/264538875
ПРОСИСТЕМ,,set(),set(),,,https://moikrug.ru/companies/264592782
Альтернативная цифровая сеть,,set(),set(),,,https://moikrug.ru/companies/265087795
"Сервис создания сайтов ""DoSites.Net""",DoSites.Net,+38 (097) 411-43-11,info@dosites.net,DoSitesNet,,https://moikrug.ru/companies/dositesnet
Агентство интернет-рекламы Singular Advertising,,set(),set(),,,https://moikrug.ru/companies/265564185
Смоленское региональное отделение Общероссийского общественного фонда Центр качества строительства,,set(),set(),,,https://moikrug.ru/companies/265582812
Джобмакс,,set(),set(),,,https://moikrug.ru/companies/265674653
Объединенный Банк Развития,,set(),set(),,,https://moikrug.ru/companies/265675144
ПМСОФТ,,set(),set(),,,https://moikrug.ru/companies/266265414
КБ СИСТЕМА,,set(),set(),,,https://moikrug.ru/companies/266507364
Путеводитель Tropa.Travel,tropa.travel,set(),set(),,,https://moikrug.ru/companies/tropa
Мерседес-Бенц Рус,,set(),set(),,,https://moikrug.ru/companies/266728298
ГК RM Capital Group,,set(),set(),,,https://moikrug.ru/companies/266759293
Учебно-сертификационный центр Гармония,,set(),set(),,,https://moikrug.ru/companies/266765172
Старый Кремль,,set(),set(),,,https://moikrug.ru/companies/267016415
Московская государственная консерватория им. П. И. Чайковского (МГК им. П. И. Чайковского),,set(),set(),,,https://moikrug.ru/companies/267019905
Стэп Лоджик,,set(),set(),,,https://moikrug.ru/companies/267330821
ЛеонТракСервис,,set(),set(),,,https://moikrug.ru/companies/267565033
ГЦН-групп,,set(),set(),,,https://moikrug.ru/companies/267881261
