title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
Tempesta Technologies,tempesta-tech.com,set(),set(),,,https://moikrug.ru/companies/tempesta
Веб-студия Информада,informada.ru,set(),{'mail@informada.ru'},,,https://moikrug.ru/companies/informada
Alena,ialena.ru,set(),{'info@ialena.ru'},,,https://moikrug.ru/companies/alena
Прайм,prime59.ru,set(),{'coordinator@prime59.ru'},,,https://moikrug.ru/companies/prime-
Fort Financial Services Ltd.,fortfs.com,set(),{'support@fortfs.com'},,,https://moikrug.ru/companies/fortfinancialservicesltd
STARTA,starta.ru,+7 (391) 287-05-06,mail@starta.ru,starta.team,,https://moikrug.ru/companies/starta
MYLS,,set(),set(),,,https://moikrug.ru/companies/myls
Nindeco,nindeco.com,+7 900 123 0 360,info@nindeco.com,,,https://moikrug.ru/companies/nindeco
NPhire,nphire.com,set(),set(),,,https://moikrug.ru/companies/nphire
Boatpilot,boatpilot.me,set(),"{'sales@boatpilot.me', 'info@boatpilot.me', 'peter@gmail.com'}",,,https://moikrug.ru/companies/boatpilot-me
iLocked,ilocked.ru,+7 9215765923,hr@ilocked.ru,,,https://moikrug.ru/companies/ilocked
Сетевой завод,stm18.ru,set(),"{'stm18@stm18.ru', 'ok@stm1.ru'}",,,https://moikrug.ru/companies/stm18
G1 Software,g1sw.com,+77012229037,ab@gse.kz,,,https://moikrug.ru/companies/g1software
Gileson,gileson.com,89261382009,e@mpleev.com,,,https://moikrug.ru/companies/ampleev-company
digital-universe,,set(),set(),,,https://moikrug.ru/companies/digital-universe
Fundraise Up,fundraiseup.com,set(),"{'support@fundraiseup.com', 'd281d6c06f6d4ef7b353bfeabda03d8c@sentry.io'}",,,https://moikrug.ru/companies/fundraiseup
Lending Solutions Group LLC,cashwagon.com,set(),set(),,,https://moikrug.ru/companies/cw
Rerooms,rerooms.ru,,e.chernishenko@gmail.com,,,https://moikrug.ru/companies/rerooms
Cattle Care,cattle-care.com,,job@cattle-care.com,,,https://moikrug.ru/companies/cattle-care
ILSA,auto.ilsa.ru,+74957268609,kvv@ilsa.ru,,,https://moikrug.ru/companies/ilsa
Амби медиа,ambi.ru,+7-981-780-60-34,y.tityaeva@ambi.ru,,,https://moikrug.ru/companies/ambi
OnePlanetOnly,oneplanetonly.com,set(),"{'sales@oneplanetonly.com', 'support@oneplanetonly.com'}",,,https://moikrug.ru/companies/oneplanetonly
Hemmersbach,hemmersbach.com,set(),set(),Hemmersbach.Global,,https://moikrug.ru/companies/hemmersbach
ZennoLab,zennolab.com,set(),{'zlsalesreportgroup@zennolab.com'},,,https://moikrug.ru/companies/zennolab
МФК «Честное слово»,4slovo.ru,,a.mitsevich@4slovo.ru,,,https://moikrug.ru/companies/4slovo
