title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
Unitiki.com,unitiki.com,set(),"{'info@unitiki.com', 'help@unitiki.com'}",,,https://moikrug.ru/companies/unitiki
Webdom,webdom.net,set(),"{'a.belyakova@webdom.net', 'support@webdom.net', 'art@webdom.net', 'vva@webdom.net', 'vadim@webdom.net', 'info@webdom.net'}",,,https://moikrug.ru/companies/webdom
7Click Limited,7click.com,set(),"{'ilya@7click.com', 'daniel@7click.com', 'offers@7click.com', 'andrey@7click.com'}",,,https://moikrug.ru/companies/7click
GIFTD,giftd.tech,+7 (495) 055 61 74,support@giftd.tech,Giftd,giftd-ru,https://moikrug.ru/companies/giftd
Wrike,wrike.com,(812)633-30-10,hr-spb@team.wrike.com,Wrike.RU,wrike,https://moikrug.ru/companies/wrike
"Sputnik8.com, бронирование экскурсий по всему миру",Про работу у нас читайте на www.sputnik8.com/jobs,+79214183511,kim@sputnik8.com,,,https://moikrug.ru/companies/sputnik
"ООО ""Налоги Онлайн""",nalogi.online,set(),"{'info@nalogi.online', 'c336a29c0d224584afc7a6a2ef53bcc2@sentry.io'}",,,https://moikrug.ru/companies/45baf150-4cdd-4f9b-a31f-009db3b58977
"ООО ""Эксперт Энерго""",eenergo.ru,"+7(8442)526006 доб. 421, 423",kuzbar.anna@voleng.ru,,,https://moikrug.ru/companies/eenergo
Vigrom,vigromcorp.com,89272892321,vigrom.hr@gmail.com,,,https://moikrug.ru/companies/vigrom
Express 42,express42.com,set(),{'input@express42.com'},,,https://moikrug.ru/companies/express42
ООО «РБТ-СТМ»,,set(),set(),,,https://moikrug.ru/companies/rbtstm
НПЦ Промэлектроника,npcprom.ru,+ 7 (912) 049-90-08,botalova_m@npcprom.ru,Promelectronica,,https://moikrug.ru/companies/npcprom
Qwintry (Бандеролька),qwintry.com,set(),"{'antifraud@qwintry.com', 'arabia@qwintry.com', 'help@qwintry.com', 'ajuda@qwintry.com', 'Rating@Mail.ru', 'help@banderolka.com'}",,,https://moikrug.ru/companies/qwintry
DigiNext,diginext.ru,+79603746948,julia@diginext.ru,,,https://moikrug.ru/companies/diginext
MY HR AGENCY,,,job@myhragency.com,,marina-yakovleva-70934b34,https://moikrug.ru/companies/company-m-yakovleva9
Спорт вокруг.,sportvokrug.ru,set(),"{'info@sportvokrug.ru', 'helpdesk.support@payanyway.ru'}",,,https://moikrug.ru/companies/sportvokrug
ManyChat,manychat.com,+7 926 541 1691,job@manychat.com,,,https://moikrug.ru/companies/manychat
Infinitiweb,infinitiweb.ru,,job@infinitiweb.ru,,,https://moikrug.ru/companies/infinitiweb
Valoreum,,set(),set(),,,https://moikrug.ru/companies/e22ec26d-cf6e-4f6a-8989-4ff3fa88c9a7
АНРО технолоджи,anrotech.ru,+7(495)227-91-31,info@anrotech.ru,,,https://moikrug.ru/companies/anrotech
ПрессИндекс,pressindex.ru,(343) 345-04-02,hr@pressindex.ru,,,https://moikrug.ru/companies/pressindex
Diffco,diffco.us,+74952257621,job@diffco.us,diffco.ag,,https://moikrug.ru/companies/diffco
A3 Payment,a-3.ru,set(),"{'odedesion@a-3.ru', 'info@a-3.ru'}",,,https://moikrug.ru/companies/a3-payment
Leningrad Media,leningrad.io,set(),set(),,,https://moikrug.ru/companies/leningradmedia
InPlat Technologies,inplat-tech.ru,+7 495 646-75-22,welcome@inplatlabs.ru,,,https://moikrug.ru/companies/inplat-technologies
