title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
GrowFood,growfood.pro,+79119661382,job@growfood.pro,,,https://moikrug.ru/companies/growfood
Adeco Systems Ltd,,89021570060,natalia.korobeinikova@adecosystems.com,,,https://moikrug.ru/companies/adecosystems
Кадровые решения,кадровыерешения.рф,set(),{'office@personnel-solution.ru'},,,https://moikrug.ru/companies/kdr
"АО ""Торговый Дизайн""",t-d.ru,+7 909 672 15 93,m.shelpyakova@t-d.ru,,,https://moikrug.ru/companies/t-d
Emka,emkashop.ru,set(),"{'sale@emkashop.ru', 'sample@yourdomain.com'}",,,https://moikrug.ru/companies/emkashop
3snet,3snet.ru,set(),"{'support@3snet.ru', 'info@3snet.ru'}",,,https://moikrug.ru/companies/3snet
Utair Digital,,+7(918)2110069,nm@utair.digital,,,https://moikrug.ru/companies/utdigital
Get-Auto,,set(),set(),,,https://moikrug.ru/companies/25886306-8768-4dcb-baa8-89fac909ad99
TopDevs,,set(),set(),,,https://moikrug.ru/companies/topdevs
idPowers,idpowers.com,set(),{'order@idpowers.com'},,,https://moikrug.ru/companies/idpowers
Fintab,fintab.io/ru,,info@fintab.io,,,https://moikrug.ru/companies/fintab
Sidekick,sidekickc.com,,jobs@sidekick-content.com,,,https://moikrug.ru/companies/sidekick
Siren Group,sirenltd.com,set(),set(),,,https://moikrug.ru/companies/sirengroup
Imhio Ltd.,imhio.com,set(),{'roundline@2x.png'},,,https://moikrug.ru/companies/imhioltd
Европром,cavi.ru,+7(812)3319638,hr@cavi.ru,europrom.russia,,https://moikrug.ru/companies/europrom
Директ Кредит,dc2b.ru,7 (495) 215 56 21 доб.1101,hr@dc2b.ru,groups,,https://moikrug.ru/companies/dc2bru
datarockets,datarockets.com,,hello@datarockets.com,datarockets,,https://moikrug.ru/companies/datarockets
LPTREND,lptrend.com,+7 938 522 99 00,ziganshin3@ya.ru,,,https://moikrug.ru/companies/lptrend
ОМК-Процессинг,omkp.ru,set(),{'sale@omkp.ru'},,,https://moikrug.ru/companies/omk
RouteRavel,,set(),set(),,,https://moikrug.ru/companies/91a9f9e7-e249-4dc4-874e-20de2f9c4766
mosdata,,+79152703253,Chernobelskiy@mosdata.net,,,https://moikrug.ru/companies/c104959e-0198-469a-8570-526798912e75
Eltex,eltex-co.ru,8 (383) 274-48-20,job@eltex.nsk.ru,,,https://moikrug.ru/companies/eltex
D2C.io,d2c.io,set(),"{'mail@example.tld', 'support@d2c.io'}",,,https://moikrug.ru/companies/d2c-io
ГисАвто Novosibirsk,gisauto.ru,79059587121,hrgisauto@gmail.com,,,https://moikrug.ru/companies/gisauto
TWIN,twin24.ai,set(),set(),,,https://moikrug.ru/companies/twin
