title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
Хайтек+,hightech.plus,,akucherov@hightech.plus,,,https://moikrug.ru/companies/hightech-plus
BLACKMOON,blackmoonplatform.com,,yshubova@blackmoonfg.com,,,https://moikrug.ru/companies/blackmoonfg
SENLA,senlainc.com,+375295201700,aksana_yarmak@senla.eu,,,https://moikrug.ru/companies/senla
Foodmap,myfoodmap.ru,set(),set(),,,https://moikrug.ru/companies/myfoodmap
LightInside,,set(),set(),,,https://moikrug.ru/companies/lightinside
АПХ Дороничи,doronichi.ru,set(),"{'doron2@rambler.ru', 'info@doronichi.com'}",,,https://moikrug.ru/companies/doronichi
Е-КОММЕРС СОЛЮШЕНС,,set(),set(),,,https://moikrug.ru/companies/bd167dd4-9f04-4062-ae82-34954a22cb67
Senaptek,senaptek.com,,hr@senaptek.com,,,https://moikrug.ru/companies/senaptek
Батискаф,btskf.ru,+7(421)246-76-76,hr4@btskf.ru,,,https://moikrug.ru/companies/btskf
RU-AM,ru-am.com,+79250625188,admin@ru-am.com,RUAM.INC,,https://moikrug.ru/companies/ru-am
Bitpapa,,set(),set(),,,https://moikrug.ru/companies/bitpapa
Manzanagroup,manzanagroup.ru,set(),set(),,,https://moikrug.ru/companies/manzanagroup
AtomInvest,gosstart.ru,set(),set(),,,https://moikrug.ru/companies/atominvest
NEOLAB,neolab.io,set(),{'info@neolab.io'},,,https://moikrug.ru/companies/26037d7d-49eb-44fd-9ce2-bfb9adeab8f5
Университет НТИ,2035.university,set(),{'tretyakov@2035.university'},,,https://moikrug.ru/companies/unti
Citeck,citeck.ru,+7 (3822) 28-65-09,Olga.Osipova@citeck.ru,,,https://moikrug.ru/companies/citeck
Missing Deadlines,missingdeadlines.com,set(),set(),,,https://moikrug.ru/companies/missingdeadlines
ITigris,itigris.ru/ru,set(),{'info@itigris.ru'},,,https://moikrug.ru/companies/itigis
Dodo Pizza,dodois.com,+9296132644,v.kalinin@dodopizza.com,,,https://moikrug.ru/companies/dodopizzatech
Business-i24,business-i24.ru,,az@business-i24.ru,,,https://moikrug.ru/companies/business-i24
ID Finance,idfinance.com,,alexandra.kuprianchik@idfinance.com,,,https://moikrug.ru/companies/idfinance
Aisconverse,aisconverse.com,set(),set(),,,https://moikrug.ru/companies/aisconverse
ИА «Кельник»,kelnik.ru,set(),"{'job@kelnik.ru', 'info@kelnik.ru'}",,,https://moikrug.ru/companies/iakelnik
Imageairy,imageairy.com,,anna@agrispace.org,,,https://moikrug.ru/companies/8d246a8f-fd9f-434d-90d0-5076ee999482
Betmeup,,set(),set(),,,https://moikrug.ru/companies/betmeup
