title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
СМУ-2 г.Санкт-Петербург,,set(),set(),,,https://moikrug.ru/companies/228242809
Веб-отдел,,set(),set(),,,https://moikrug.ru/companies/228297815
ЛАНД ДИЗАЙН ПРО,ozelenyavane.com,set(),set(),,,https://moikrug.ru/companies/ozelenyavane
ИП Ознобихин В.Ю.,,set(),set(),,,https://moikrug.ru/companies/228396256
Независимая строительно-техническая экспертиза и технический надзор,,set(),set(),,,https://moikrug.ru/companies/228688508
Институт содержания и методов обучения (ИСМО РАО),,set(),set(),,,https://moikrug.ru/companies/228776896
Петрофф-Банк,,set(),set(),,,https://moikrug.ru/companies/228785090
Мотоциклетная компания Минск-Мото,,set(),set(),,,https://moikrug.ru/companies/228828262
Днепропетровский национальный университет имени Олеся Гончара (ДНУ),,set(),set(),,,https://moikrug.ru/companies/229078480
Компания Кардинал,,set(),set(),,,https://moikrug.ru/companies/229093654
Энергетические комплексные автоматизированные системы (ЭКАС),,set(),set(),,,https://moikrug.ru/companies/229839382
IntellectMoney,,set(),set(),,,https://moikrug.ru/companies/230079436
Росморпорт,,set(),set(),,,https://moikrug.ru/companies/230236221
Петербургская Недвижимость,,set(),set(),,,https://moikrug.ru/companies/230417399
"Тренажерный зал ""Атлас""",,set(),set(),,,https://moikrug.ru/companies/230940297
ГСС Инжиниринг,,set(),set(),,,https://moikrug.ru/companies/231156907
Страховая компания UNIQA (Кредо-Классик),,set(),set(),,,https://moikrug.ru/companies/231257055
Хорошая Типография,,set(),set(),,,https://moikrug.ru/companies/231257131
SailPlay,sailplay.net,set(),"{'badactor@sailplay.net', 'sales@sailplay.ru', 'sales@sailplay.net', 'blacklists@sailplay.net', 'support@sailplay.net'}",,,https://moikrug.ru/companies/sailplay
Comindware,,set(),set(),,,https://moikrug.ru/companies/231322987
Волма,,set(),set(),,,https://moikrug.ru/companies/231426093
Tile Expert,tile.expert,set(),"{'extra@tile.expert', 'italy@tile.expert', 'Ann@tile.expert', 'france@tile.expert', 'nederland@tile.expert', 'canada@tile.expert', 'spain@tile.expert', 'english@tile.expert', 'germany@tile.expert', 'rus@tile.expert'}",,,https://moikrug.ru/companies/231470327
Пермская научно-производственная приборостроительная компания,,set(),set(),,,https://moikrug.ru/companies/231497980
Wikimapia,wikimapia.org,set(),set(),,,https://moikrug.ru/companies/wikimapia
УралПринтХаус,,set(),set(),,,https://moikrug.ru/companies/231651542
