title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
InterSystems Corporation,intersystems.com/ru,set(),set(),,,https://moikrug.ru/companies/intersystems
Krome Photos,kromephotos.com,set(),{'support@kromephotos.com'},,,https://moikrug.ru/companies/krome-photos
Carggo,,set(),set(),,,https://moikrug.ru/companies/carggo
EmailSoldiers,emailsoldiers.ru,+7 (495) 003-17-94,contact@emailsoldiers.ru,,,https://moikrug.ru/companies/emailsoldiers
Instamart,instamart.ru,+7(495)120-6000,hr@instamart.ru,,,https://moikrug.ru/companies/instamart
B2Broker,b2broker.net,set(),"{'d.shmeman@b2broker.net', 'hr@b2broker.net', 'omar@b2broker.net', 'projects@b2broker.net', 'ivanov@gmail.com', 'sales@b2broker.net', 'evgeniya@b2broker.net', 'info@b2broker.net', 'geraldo@b2broker.net', 'tony@b2broker.net', 'john.m@b2broker.net', 'alex.k@b2broker.net', 'steve.chow@b2broker.net', 'peter@b2broker.net'}",,,https://moikrug.ru/companies/b2broker
Благотворительный фонд «Нужна Помощь»,nuzhnapomosh.ru,set(),{'mne@nuzhnapomosh.ru'},,,https://moikrug.ru/companies/nuzhnapomosh
МЕРЛИОН,merlion.ru,set(),{'info@merlion.com'},,,https://moikrug.ru/companies/merlion
DSSL,dssl.ru,(495) 783 72 87,personal@dssl.ru,DSSL-183798495094080,,https://moikrug.ru/companies/dssl
Aero,aeroidea.ru,+7 (499) 263-0575,job@aeroidea.ru,aeroidea,,https://moikrug.ru/companies/aero
CryptoActive,cryptoactive.ru,8 919 77 57 666,nefertiti.ru@mail.ru,,,https://moikrug.ru/companies/crypto-active
Элемент 5,,set(),set(),,,https://moikrug.ru/companies/efive-ru
Magic Unicorn INC,magic-app.io,,hello@magic-app.io,,,https://moikrug.ru/companies/magic-unicorn
Business proc. company,,,grudeves@gmail.com,,,https://moikrug.ru/companies/827c9311-913c-4e0f-89ff-6f689167afc6
Частное лицо,,set(),set(),,,https://moikrug.ru/companies/matryoshka
“N T”,new-webtechnologies.com,set(),"{'info@site.com', 'support@chocoapp.ru'}",,,https://moikrug.ru/companies/7cc79868-63fe-43ef-b3ea-72a323af4684
LifeFitness,lifefitness.ru,+7 (495)660-13-41,ematveeva@brunswick.ru,,,https://moikrug.ru/companies/lifefitness
Plazius,plazius.ru,"8 (499) 322 46 01, доб.172",vhaidarova@plazius.ru,,,https://moikrug.ru/companies/plazius
Linkmuse.com,linkmuse.com,+7 977 267 75 02,hr@cnt.team,,,https://moikrug.ru/companies/db31edb4-90c4-4fe1-8919-49e1e3d8aa0e
ModulTrade,modultrade.com,set(),{'hello@modultrade.com'},,,https://moikrug.ru/companies/modultrade
Селектел,selectel.ru,+7 (812) 677-80-36,hr@selectel.ru,,,https://moikrug.ru/companies/selectel
Sarex,sarex.io,set(),{'hello@sarex.io'},,,https://moikrug.ru/companies/sarex
SmartSites - Ufa,sozdaniesaitovufa.ru,,mail@sozdaniesaitovufa.ru,,,https://moikrug.ru/companies/ss
MobileUp,mobileup.ru,+7 (812) 425-0158,hello@mobileup.ru,,,https://moikrug.ru/companies/mobileup
2Reallife,2reallife.com,,hr@2reallife.com,,,https://moikrug.ru/companies/2reallife
