title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
YOGA Travel,,set(),set(),,,https://moikrug.ru/companies/209029634
Российская открытая академия транспорта Московского государственного университета путей сообщения (РОАТ МГУПС),,set(),set(),,,https://moikrug.ru/companies/209570360
Медицинский консультативный центр НГМУ,,set(),set(),,,https://moikrug.ru/companies/209764247
Иркутский государственный университет (ИрГУ),,set(),set(),,,https://moikrug.ru/companies/210390327
Газтелеком,,set(),set(),,,https://moikrug.ru/companies/210880638
Интеллектуальный Партнер,,set(),set(),,,https://moikrug.ru/companies/210947708
CPM Ltd,,set(),set(),,,https://moikrug.ru/companies/211004534
Avaya,,set(),set(),,,https://moikrug.ru/companies/211162913
МАК Вымпел,,set(),set(),,,https://moikrug.ru/companies/211614113
ЭкстраСтат,,set(),set(),,,https://moikrug.ru/companies/211714452
ТД БАШКРАНСНАБ,,set(),set(),,,https://moikrug.ru/companies/211986370
"ПАО ""Нижнекамскнефтехим""",,set(),set(),,,https://moikrug.ru/companies/nknh
Subscribe.ru,,set(),set(),,,https://moikrug.ru/companies/212424103
Аттестационный центр - безопасность труда,,set(),set(),,,https://moikrug.ru/companies/212536923
Johnson & Johnson,,set(),set(),,,https://moikrug.ru/companies/212961795
ЛЭПстрой,,set(),set(),,,https://moikrug.ru/companies/213044039
MC-Bauchemie,,set(),set(),,,https://moikrug.ru/companies/213238228
Магнитка.RU,,set(),set(),,,https://moikrug.ru/companies/213238760
Intensa,job.intensa.ru,(4872) 71-05-01,job@intensa.ru,,,https://moikrug.ru/companies/intensa
Кадровый Центр Карьерная лестница,,set(),set(),,,https://moikrug.ru/companies/213648649
Московская государственная академия тонкой химической технологии имени М.В. Ломоносова,,set(),set(),,,https://moikrug.ru/companies/213722697
Мультифлекс,,set(),set(),,,https://moikrug.ru/companies/214695201
Галина,,set(),set(),,,https://moikrug.ru/companies/214897093
Ackvius HR Consulting,,set(),set(),,,https://moikrug.ru/companies/214995571
Белгородский Государственный Технологический Университет им. В.Г. Шухова,,set(),set(),,,https://moikrug.ru/companies/215188433
