title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
ВаДиАрт,,set(),set(),,,https://moikrug.ru/companies/215373748
Adinch,,set(),set(),,,https://moikrug.ru/companies/215382359
Галерея,,set(),set(),,,https://moikrug.ru/companies/215505458
БиоПро,,set(),set(),,,https://moikrug.ru/companies/215531936
Betfair,,set(),set(),,,https://moikrug.ru/companies/215577762
Top Consulting,,set(),set(),,,https://moikrug.ru/companies/215703895
Manpower CIS,,set(),set(),,,https://moikrug.ru/companies/216455465
Иванов-Печи,,set(),set(),,,https://moikrug.ru/companies/216890051
Промппласт-Сервис,,set(),set(),,,https://moikrug.ru/companies/217112805
UI Modeling Company,,set(),set(),,,https://moikrug.ru/companies/217822836
ООО Россер центр,rossercentar.com,+381628750083,rossercentar@gmail.com,rossercentarserbia,,https://moikrug.ru/companies/rossercentar
Радуга Бонус,,set(),set(),,,https://moikrug.ru/companies/218432643
Солнечный Альянс,,set(),set(),,,https://moikrug.ru/companies/218452104
СК ТАС,,set(),set(),,,https://moikrug.ru/companies/218765561
Бийский педагогический государственный университет им. Шукшина,,set(),set(),,,https://moikrug.ru/companies/218804861
Севертранс,,set(),set(),,,https://moikrug.ru/companies/218811728
Аспект С,,set(),set(),,,https://moikrug.ru/companies/218962597
CodeTiburon,,set(),set(),,,https://moikrug.ru/companies/219404389
SoftAge,,set(),set(),,,https://moikrug.ru/companies/219496228
ФИАН им. П.Н.Лебедева,,set(),set(),,,https://moikrug.ru/companies/219801302
НоваКард,novacard.ru,8 950 351 4972,natalya.samsonova@novacard.ru,,,https://moikrug.ru/companies/219910024
СФ-МЭРЛИН,,set(),set(),,,https://moikrug.ru/companies/220239035
Центр восстановления зрения,,set(),set(),,,https://moikrug.ru/companies/220320786
PostLogistic,,set(),set(),,,https://moikrug.ru/companies/220352272
Старт Телеком,,set(),set(),,,https://moikrug.ru/companies/220552872
