title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
meyvn,meyvndigital.co.uk,,team@meyvndigital.co.uk,,,https://moikrug.ru/companies/meyvn
Icons8,ru.icons8.com,set(),"{'iOS_SM_preview@2x.png', '1@2x.png', 'u002Fcotton@2x.png', 'SM_preview_1em@2x.png', 'roman@icons8.com', 'u002FSM_preview_1em@2x.png', 'u002Ficons8_ios11_preview@2x.png', 'cotton@2x.png', 'SM_preview@2x.png', 'wedraw@icons8.com', 'u002FiOS_SM_preview@2x.png', 'u002FSM_preview@2x.png', 'icons8_ios11_preview@2x.png'}",,,https://moikrug.ru/companies/icons8
HR Development,,+79990445374,hr@bonumchain.com,,,https://moikrug.ru/companies/rabotadengabank
ТЕКОРА,tekora.ru,+7 (495)336-16-19,job@tekora.ru,,,https://moikrug.ru/companies/tekora
Звук,zvooq.ru,,work@zvooq.com,zvuk.ru,,https://moikrug.ru/companies/zvooqru
Playrix,job.playrix.com,,job@playrix.com,,,https://moikrug.ru/companies/playrix
Zoon,career.zoon.ru,8-916-551-1050,eandreykina@zoon.ru,,,https://moikrug.ru/companies/zooon
Marilyn,mymarilyn.ru,set(),{'reg@mymary.ru'},,,https://moikrug.ru/companies/marilyn
Virtoway,virtoway.com,+79217103667,jobs@virtocommerce.com,,,https://moikrug.ru/companies/virtoway
BurnsOffroad - Навигационный сервис по бездорожью,burnsoffroad.com,,xmm@burnsoffroad.com,burnsoffroad,,https://moikrug.ru/companies/burnsoffroad
Mindbox,mindbox.ru,,info@mindbox.ru,mindbox.msk,,https://moikrug.ru/companies/mindbox
PLARIUM,company.plarium.com/ru,,hr.team@plarium.com,,,https://moikrug.ru/companies/plarium-url
Busfor,busfor.ru,,a.arefiev@busfor.com,,,https://moikrug.ru/companies/busfor
Potok,potok.io,,kirill@potok.io,hrmagru,,https://moikrug.ru/companies/potok
LEARN2PLAY,l2p.game,set(),set(),,,https://moikrug.ru/companies/l2p
Интеджер,integer-soft.ru,+79859557243,a.krivosheev@integer-soft.ru,,,https://moikrug.ru/companies/integer
Glyph Media,glph.media,set(),{'eml@glph.media'},,,https://moikrug.ru/companies/glph-media
Nanny Service,,,test.nashanyanya@gmail.com,,,https://moikrug.ru/companies/7483e075-eb70-492d-8fd6-0aa3771589de
ICONIC,iconic.vc,set(),{'info@iconic.vc'},,,https://moikrug.ru/companies/iconic-llc
Sveak,sveak.com,+7-964-603-43-54,info@sveak.com,,,https://moikrug.ru/companies/sveak
"ПАО ""Промсвязьбанк""",psbank.ru,+7 916 167 0187,SoshnikovaSY@tsoftbt.ru,psbank,,https://moikrug.ru/companies/psb
Lab365.ru,lab365.ru/vacancy,set(),"{'lab@lab365.ru', 'support@lab365.freshdesk.com', 'job@lab365.ru'}",,,https://moikrug.ru/companies/lab365
"ООО ""ТехноКад""",technokad.ru,(495) 269 64 59,hr@technokad.ru,,,https://moikrug.ru/companies/wwwtechnokadru
RemoteAssembly,remoteassembly.com,set(),{'contact@remoteassembly.com'},,,https://moikrug.ru/companies/remoteassembly
EVEN Foundation,evenfound.org,set(),"{'group-583_2@2x.png', 'group-738@2x.png', 'schedule@2x.png', 'group-818@2x.png', 'group-1348@2x.png', 'group-748@2x.png', 'medium@2x.png', 'group-216@2x.png', 'twitter@2x.png', 'group-837@2x.png', 'presa-shot@2x.png', 'play_2@2x.png', 'logo@2x.png', 'group-27@2x.png', 'group-874@2x.png', 'group-583@2x.png', 'page-1_2@2x.png', 'group-895_2@2x.png', 'group-441@2x.png', 'group-907@2x.png', 'page-1@2x.png', 'logo-white@2x.png', 'facebook@2x.png', 'linkedin@2x.png', 'group-1013@2x.png', 'telegram@2x.png', 'group-713@2x.png', 'wp@2x.png', 'piechart@2x.png', 'group-739@2x.png', 'logo-short@2x.png', 'logo_big@2x.png', 'group-1020@2x.png'}",,,https://moikrug.ru/companies/evenfound
