title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
Вояж,,set(),set(),,,https://moikrug.ru/companies/388143917
Фабрика Фаворит,,set(),set(),,,https://moikrug.ru/companies/388147216
АвтоТЕХснаБ,,set(),set(),,,https://moikrug.ru/companies/388421753
КАДИС,,set(),set(),,,https://moikrug.ru/companies/388466895
Infor-media Russia,,set(),set(),,,https://moikrug.ru/companies/388634037
SMC Pneumatik LLC,,set(),set(),,,https://moikrug.ru/companies/389251052
Кабинет.ру,,set(),set(),,,https://moikrug.ru/companies/389339440
МотоБот,,set(),set(),,,https://moikrug.ru/companies/389345284
Институт пластмасс,,set(),set(),,,https://moikrug.ru/companies/389361670
Extra Soft Media,,set(),set(),,,https://moikrug.ru/companies/389503661
Cafe Digital,,set(),set(),,,https://moikrug.ru/companies/389619213
ТексКолор,,set(),set(),,,https://moikrug.ru/companies/389849060
АкадемСервис,,set(),set(),,,https://moikrug.ru/companies/390053606
Космическая связь,,set(),set(),,,https://moikrug.ru/companies/390122572
Интеко,,set(),set(),,,https://moikrug.ru/companies/390193890
Донбанк,,set(),set(),,,https://moikrug.ru/companies/390684201
ОлимКом,,set(),set(),,,https://moikrug.ru/companies/390773501
Министерство регионального развития Российской Федерации,,set(),set(),,,https://moikrug.ru/companies/390824485
Оргкомитет Сочи 2014,,set(),set(),,,https://moikrug.ru/companies/390882299
Сервер Сити,,set(),set(),,,https://moikrug.ru/companies/391186198
Министерство культуры и молодежной политики Самарской области,,set(),set(),,,https://moikrug.ru/companies/391392525
WiMax Store,,set(),set(),,,https://moikrug.ru/companies/391454967
Artics Internet Solutions,artics.ru,set(),"{'msk@artics.ru', 'spb@artics.ru', 'press@artics.ru'}",,,https://moikrug.ru/companies/391519342
StyleSoft,,set(),set(),,,https://moikrug.ru/companies/391815653
ECI Telecom,,set(),set(),,,https://moikrug.ru/companies/391913829
