title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
Topface,team.topface.com,set(),"{'partnership@topface.com', 'welcome@topface.com', 'pr@topface.com', 'hr@topface.com', 'advertising@topface.com'}",,,https://moikrug.ru/companies/topfacecom
Pimax Digital Agency,pimax.agency,+7 495 201 1695,info@pimax.agency,,,https://moikrug.ru/companies/pimax
Driveback,driveback.ru,+79251426397,pavel@driveback.ru,drivebackru,,https://moikrug.ru/companies/driveback
ДеньгиНаселению,,set(),set(),,,https://moikrug.ru/companies/dengi
Adiq,ad.iq,set(),"{'support@ad.iq', 'legal@ad.iq'}",,,https://moikrug.ru/companies/95a52b3a-4ef7-4086-967e-7e0232d2957f
Spider Group,spider.ru,set(),{'spider@spider.ru'},,,https://moikrug.ru/companies/spider
Кадровое агентство ProPersonnel,propersonnel.ru,set(),"{'nm@propersonnel.ru', 'dt@propersonnel.ru', 'pr@propersonnel.ru', 'cv@propersonnel.ru'}",,,https://moikrug.ru/companies/propersonnal
ESRWallet,esrwallet.io,set(),{'info@esrwallet.com'},,,https://moikrug.ru/companies/5e6e15fe-83e1-4840-a112-7d16860960e4
Striland-Holdings,strilandholdings.com,,vs3730s@gmail.com,,,https://moikrug.ru/companies/3e0f667a-db63-4830-b8fe-3da72bcb6c13
Any.lab,,set(),set(),,,https://moikrug.ru/companies/84dca0e2-97f0-41b2-9de2-3669d8a1811b
ФинЭкс Плюс,finex-etf.ru,set(),"{'info@finexetf.com', 'm.furman@finxplus.ru', 'sale@finex-etf.ru'}",,,https://moikrug.ru/companies/f8a392ba-5610-48cf-b0c7-26eb306f65e6
DOT GROUP,в разработке,,hr@dot-group.ru,,,https://moikrug.ru/companies/dot
Devmasterz,devmasterz.com,,office@devmasterz.com,,,https://moikrug.ru/companies/devmasterz
JarSoft,jarsoft.ru/index.shtml,set(),{'info@jarsoft.ru'},,,https://moikrug.ru/companies/jarsoft
Риверстарт,riverstart.ru,+79103852690,lutovinova@riverstart.ru,,,https://moikrug.ru/companies/riverstart-digital
LT Digital,lt.digital,,kvm@linkprofit.com,,,https://moikrug.ru/companies/lt-digital
"Веб-бюро ""Синий муравей""",blue-ant.ru,set(),"{'vasb@oyhr-nag.eh', 'guest@anonymous.org'}",,,https://moikrug.ru/companies/blue-ant
SaveTime,savetime.net,set(),"{'screen-track@2x.jpg', 'support@savetime.net', 'screen-delivery@2x.jpg', 'screen-cart@2x.jpg', 'screen-shops@2x.jpg'}",,,https://moikrug.ru/companies/savetime
sa-wd,sa-wd.ru,set(),set(),,,https://moikrug.ru/companies/9aa1aea7-14c5-4c3f-825b-9b36c406b976
Apla,apla.io,+79264305967,lenape@egaas.org,,,https://moikrug.ru/companies/apla
МИРЦ,mircenter.su,set(),set(),,,https://moikrug.ru/companies/mirc
B4Finance,b4finance.com,set(),set(),,,https://moikrug.ru/companies/b4finance
Eristica LTD,eristica.com,set(),set(),,,https://moikrug.ru/companies/eristica
АйДаПрикол,,set(),set(),,,https://moikrug.ru/companies/idaprikol-url
Corona Labs,coronalabs.com,set(),set(),,,https://moikrug.ru/companies/coronalabs
