title,url,Телефон:,Email:,Facebook:,LinkedIn:,hhref
Аспект С,,set(),set(),,,https://moikrug.ru/companies/218962597
CodeTiburon,,set(),set(),,,https://moikrug.ru/companies/219404389
SoftAge,,set(),set(),,,https://moikrug.ru/companies/219496228
ФИАН им. П.Н.Лебедева,,set(),set(),,,https://moikrug.ru/companies/219801302
НоваКард,novacard.ru,8 950 351 4972,natalya.samsonova@novacard.ru,,,https://moikrug.ru/companies/219910024
СФ-МЭРЛИН,,set(),set(),,,https://moikrug.ru/companies/220239035
Центр восстановления зрения,,set(),set(),,,https://moikrug.ru/companies/220320786
PostLogistic,,set(),set(),,,https://moikrug.ru/companies/220352272
Старт Телеком,,set(),set(),,,https://moikrug.ru/companies/220552872
ПЭФ Союз,,set(),set(),,,https://moikrug.ru/companies/329283944
Nilitis LLC,,set(),set(),,,https://moikrug.ru/companies/329433560
Банк Проектного Финансирования,,set(),set(),,,https://moikrug.ru/companies/329589018
"Агентство ТИА ""ВИС""",,set(),set(),,,https://moikrug.ru/companies/329592964
ИП КОВТУН,,set(),set(),,,https://moikrug.ru/companies/329751343
Binary Studio,,set(),set(),,,https://moikrug.ru/companies/329885898
Криворожский железорудный комбинат,,set(),set(),,,https://moikrug.ru/companies/329888250
RussGPS,,set(),set(),,,https://moikrug.ru/companies/330317789
РАСВЭРО,,set(),set(),,,https://moikrug.ru/companies/330628136
Альтернатива-Климат,,set(),set(),,,https://moikrug.ru/companies/330631626
ТК Элис,,set(),set(),,,https://moikrug.ru/companies/330781242
Argosy Technologies,,set(),set(),,,https://moikrug.ru/companies/331021031
ПерфектСЕО,,set(),set(),,,https://moikrug.ru/companies/331173985
Работа в Харькове,,set(),set(),,,https://moikrug.ru/companies/331211237
SETT,,set(),set(),,,https://moikrug.ru/companies/331291887
Автоспорт в Казахстане,,set(),set(),,,https://moikrug.ru/companies/331919561
